gene_id	paralog_count
KRH17482	5
KRH17483	2
KRH62305	72
KRH58044	5
KRH17485	1
KRH62307	3
KRH58045	1
KRH17486	6
KRH64792	85
KRH17487	14
KRH64793	880
KRH17488	6
KRH58048	125
KRH64794	75
KRH17489	8
KRH58049	34
KRH64795	185
KRH64796	181
KRH25430	15
KRH25431	67
KRH25433	21
KRH25434	7
KRH72740	59
KRH20180	1874
KRH25435	9
KRH25436	428
KRH72742	209
KRH72743	7
KRH25438	1062
KRH45160	55
KRH20184	7
KRH25439	20
KRH45161	8
KRH72745	32
KRH20185	31
KRH45162	11
KRH72746	234
KRH45163	23
KRH72747	235
KRH45164	12
KRH72748	2
KRH20188	1
KRH45165	12
KRH72749	119
KRH45166	3
KRH45168	10
KRH45169	100
KRH35872	1
KRG94200	26
KRG94201	3
KRG94202	3
KRH08290	6
KRH35875	59
KRH08291	2
KRH53113	7
KRG94204	1
KRH08292	2
KRH53114	35
KRH35877	9
KRG94205	3
KRH08293	1915
KRG94206	44
KRH08294	125
KRG94207	150
KRH08295	4
KRH53117	8
KRG96690	106
KRG94208	88
KRH08296	133
KRG96691	5
KRG94209	88
KRH08297	85
KRH53119	7
KRH43821	1
KRG96694	9
KRG96695	5
KRH68800	44
KRH16240	22
KRH43824	1
KRG96697	151
KRH16241	4
KRG96698	142
KRH68802	46
KRG96699	16
KRH68803	34
KRH16243	24
KRH43827	1931
KRH16244	495
KRH43828	39
KRH22990	23
KRH63550	6
KRH16245	12
KRH16246	20
KRH22992	7
KRH16247	66
KRH16248	191
KRH22994	1
KRH68809	68
KRH16249	4
KRH63555	12
KRH63559	2
KRH71501	6
KRH26680	2
KRH71503	58
KRH71504	89
KRH71505	22
KRH71506	64
KRH26685	33
KRH26686	33
KRH26687	21
KRH26688	2
KRH73994	2
KRH26689	62
KRH73996	7
KRH34630	327
KRH34631	1
KRH73998	94
KRH34632	5167
KRH34634	1
KRH07050	4431
KRH34635	8
KRH07051	4518
KRH59612	71
KRH07052	9
KRH34637	57
KRH59613	1
KRH07053	4558
KRH34639	1
KRH54360	26
KRH59615	6
KRH07055	1
KRG95450	2447
KRH54361	1
KRH59616	68
KRH07056	4
KRG95451	19
KRG95452	7
KRH59618	172
KRH54364	1
KRH59619	104
KRH07059	6500
KRG95454	1794
KRH54365	6
KRG95455	1892
KRG95456	1894
KRG95457	128
KRG95458	6
KRG95459	1
KRH15003	28
KRH62311	175
KRH15007	49
KRH62312	65
KRH58050	72
KRH17491	2
KRH62313	8
KRH15009	3
KRH62315	19
KRH58054	7
KRH17496	94
KRH62318	30
KRH62319	6
KRH58057	195
KRH58058	3
KRH25440	219
KRH66000	55
KRH25441	298
KRH66001	84
KRH25443	4
KRH66003	27
KRH25444	10
KRH20190	9
KRH25445	47
KRH20191	49
KRH25446	26
KRH20192	117
KRH25447	18
KRH66007	1
KRH72753	100
KRH25448	2095
KRH66008	330
KRH45170	4544
KRH72754	1
KRH20194	1
KRH45171	7
KRH72755	5
KRH20195	3
KRH45172	47
KRH45173	47
KRH72757	51
KRH45174	6
KRH72758	58
KRH20198	11
KRH20199	10
KRH45176	8
KRH45177	4
KRH45178	22
KRH45179	3
KRH35880	9
KRH35881	7
KRG94210	231
KRH53120	39
KRH35883	9
KRG94211	323
KRG94212	10
KRG94213	16
KRH53123	38
KRG94214	36
KRH53124	2
KRH35887	9
KRG94215	35
KRH35888	39
KRH53126	95
KRH35889	13
KRG94217	181
KRH53127	72
KRG94218	144
KRH53128	9
KRG94219	137
KRH53129	48
KRH43832	6
KRH68810	1
KRH43834	6
KRH68811	1
KRH68812	5
KRH16252	525
KRH68813	26
KRH16253	7
KRH43837	25
KRH68814	2
KRH16254	41
KRH43838	131
KRH63561	67
KRH68816	175
KRH16256	3
KRH63562	5
KRH68817	183
KRH68818	185
KRH16258	20
KRH68819	180
KRH16259	20
KRH63565	6
KRH63566	4767
KRH24201	3
KRH24203	5
KRH24204	1
KRH24205	2
KRH24206	34
KRH71512	60
KRH24207	9
KRH26690	103
KRH26691	109
KRH71514	189
KRH71515	13
KRH26694	834
KRH26695	31
KRH71518	3
KRH26696	13
KRH26697	18
KRH26699	73
KRH34640	27
KRH34641	3
KRH75200	4
KRH34643	12
KRH75202	33
KRH34644	126
KRH07060	6259
KRH59621	29
KRH07061	5765
KRH07062	179
KRH34647	155
KRH75206	9
KRH59623	3
KRH07063	5085
KRH75207	7
KRH07064	2
KRH34649	10
KRH75208	62
KRH59625	749
KRH07065	8862
KRG95460	2
KRH75209	5
KRH54371	16
KRH07066	3782
KRG95461	5
KRH54372	35
KRH59628	7
KRH07068	1821
KRH59629	20
KRH07069	4858
KRG95464	10
KRH54375	1
KRH54376	3
KRH54377	121
KRH15012	67
KRH54379	11
KRG95469	6
KRH15013	5
KRH15014	26
KRH15015	1
KRH15016	329
KRH15017	40
KRH62322	21
KRH15018	18
KRH62323	21
KRH62324	21
KRH15019	66
KRH62325	139
KRH62327	143
KRH58065	9
KRH58066	76
KRH62329	66
KRH58067	3
KRH58068	557
KRH58069	5
KRH25450	58
KRH66010	4
KRH66011	5
KRH25452	10
KRH66012	39
KRH25453	6
KRH66013	5
KRH25454	1853
KRH72760	55
KRH25455	3
KRH72761	178
KRH25456	65
KRH72762	125
KRH25457	9
KRH72763	181
KRH25458	343
KRH66018	1
KRH72764	19
KRH25459	339
KRH66019	31
KRH45181	2937
KRH72765	333
KRH72766	76
KRH33400	96
KRH45183	15
KRH72767	13
KRH33401	8
KRH33402	67
KRH45185	28
KRH45186	38
KRH45187	5
KRH33405	13
KRH45188	27
KRH33406	290
KRH33407	108
KRH35891	3
KRH33408	608
KRH33409	80
KRH53131	40
KRH35895	72
KRH53133	33
KRH35896	3717
KRH53134	1
KRH35897	3
KRG94225	1781
KRH53135	1
KRH35898	23
KRH53136	26
KRH35899	24
KRG94227	1708
KRG94228	51
KRG94229	239
KRH53139	35
KRH43840	402
KRH43841	4869
KRH43842	58
KRH43843	70
KRH68820	6
KRH43844	856
KRH43845	68
KRH68822	3
KRH16262	1
KRH43846	64
KRH43847	68
KRH16264	68
KRH43848	73
KRH16265	4168
KRH43849	2
KRH63571	6
KRH16266	47
KRH68827	134
KRH16267	22
KRH16268	2
KRH63574	1
KRH68829	7
KRH16269	70
KRH63576	1
KRH24210	1
KRH63577	26
KRH24213	2
KRH24214	5
KRH71520	89
KRH24216	11
KRH71523	80
KRH24218	44
KRH24219	6
KRH71526	10
KRH71527	158
KRH71528	12
KRH71529	8
KRH39900	6
KRH39902	80
KRH39903	1
KRH39904	1
KRH39905	1068
KRH75210	5
KRH39906	11
KRH34652	3
KRH75211	188
KRH39907	5
KRH34653	4
KRH75213	17
KRH07070	5794
KRH39909	5
KRH34655	56
KRH07071	8
KRH34656	99
KRH07072	8
KRH75216	3
KRH59633	38
KRH07073	1
KRH34658	134
KRH75218	263
KRH07075	2
KRG95470	6
KRH75219	7
KRH54381	3
KRH59636	8
KRH07076	524
KRG95471	35
KRH54382	36
KRH59637	6
KRH54383	69
KRH59638	5
KRH07078	6
KRG95473	4
KRH42601	6
KRG95474	37
KRG95475	5
KRH42603	114
KRG95476	7
KRH15020	65
KRH15021	11
KRH54388	330
KRH42605	1
KRH15022	29
KRH42606	16
KRG95479	5
KRH15023	6
KRH15024	132
KRH15025	6
KRH42609	29
KRH62331	24
KRH15027	130
KRH62332	11
KRH15029	107
KRH58071	23
KRH62336	7
KRH62337	3
KRH58075	6
KRH58076	572
KRH62339	7
KRH58077	53
KRH58078	1
KRH58079	11
KRH25460	45
KRH25461	347
KRH66020	3
KRH66021	11
KRH25463	6
KRH66022	2
KRH66023	360
KRH72770	10
KRH66024	29
KRH25466	2
KRH66025	118
KRH25467	5
KRH66026	170
KRH72773	53
KRH25468	343
KRH66027	118
KRH45190	3
KRH72774	39
KRH25469	166
KRH66028	101
KRH45191	3
KRH72775	12
KRH66029	115
KRH72776	1
KRH33410	287
KRH45193	4
KRH72777	4
KRH45194	1
KRH45195	363
KRH72779	6
KRH33413	4
KRH45198	22
KRH33417	91
KRH33418	1
KRH33419	176
KRG94230	348
KRG94231	9
KRG94232	33
KRH00800	67
KRH53142	60
KRG94233	4
KRG94234	58
KRG94235	23
KRG94236	43
KRH53147	1
KRG94238	103
KRH00806	12
KRH53148	16
KRG94239	3114
KRH00807	1
KRH53149	8
KRH00808	1
KRH43850	4
KRH00809	107
KRH43851	50
KRH68830	14
KRH43854	20
KRH16271	42
KRH43855	15
KRH68833	7
KRH43857	11
KRH63580	5
KRH68835	2
KRH16275	177
KRH16276	11
KRH16277	25
KRH16278	4
KRH16279	2
KRH63585	296
KRH51803	43
KRH24220	91
KRH63587	21
KRH51804	1536
KRH24221	1
KRH51806	15
KRH24223	1
KRH51807	82
KRH24225	72
KRH51809	56
KRH71531	40
KRH71532	22
KRH24227	926
KRH71533	23
KRH24228	34
KRH71535	89
KRH71536	42
KRH71537	43
KRH71538	45
KRH39910	4
KRH39911	21
KRH39913	24
KRH39914	19
KRH34660	171
KRH39915	1
KRH75220	2
KRH39916	3
KRH34662	156
KRH75221	27
KRH75222	12
KRH39918	12
KRH34664	1
KRH75223	127
KRH07080	10
KRH75224	256
KRH07081	14
KRH75225	1
KRH59642	15
KRH07082	2051
KRH75226	8
KRH59643	13
KRH07083	134
KRH34668	4
KRH07084	49
KRH54390	13
KRH07085	136
KRG95480	20
KRH75229	4708
KRH54391	3
KRH59646	116
KRH07086	1
KRH54392	13
KRH42610	8
KRH59649	4475
KRH07089	18
KRH42611	5
KRG95484	329
KRH54395	78
KRH15030	111
KRH54397	2
KRH15031	105
KRH54398	55
KRH42615	15
KRG95488	1
KRH15032	12
KRH54399	10
KRG95489	16
KRH15033	129
KRH42617	2779
KRH15035	132
KRH42619	136
KRH15036	111
KRH62341	131
KRH15037	133
KRH62344	9
KRH58081	77
KRH62345	45
KRH62346	3
KRH62347	343
KRH58086	76
KRH62349	93
KRH58089	68
KRH25470	38
KRH25471	8
KRH66031	6
KRH25473	6
KRH66032	82
KRH25474	1
KRH66033	4
KRH25475	7
KRH66034	9
KRH25476	3
KRH66035	4
KRH25477	6
KRH66036	23
KRH25478	343
KRH66037	78
KRH25479	9
KRH66038	4
KRH66039	34
KRH33420	20
KRH72787	3
KRH33421	1247
KRH72788	193
KRH33422	13
KRH72789	189
KRH33423	76
KRH33424	6
KRH33425	22
KRH33426	73
KRH33427	30
KRH33428	1
KRH33429	2
KRG94240	52
KRH53150	18
KRG94242	39
KRH00810	247
KRH53152	5
KRH53153	19
KRH53154	2
KRG94245	17
KRH00813	3
KRG94246	20
KRH53156	138
KRG94247	6
KRH53157	3
KRG94248	10
KRG94249	10
KRH00817	1
KRH00818	217
KRH00819	21
KRH43861	27
KRH43863	1
KRH68840	1861
KRH16280	6
KRH43864	1
KRH43865	1844
KRH68842	4
KRH43866	17
KRH68843	1908
KRH16283	49
KRH43867	11
KRH68844	32
KRH16284	48
KRH63590	3
KRH68845	13
KRH16285	90
KRH04502	211
KRH16286	3
KRH04503	118
KRH63592	49
KRH16287	324
KRH16288	5
KRH63594	7
KRH68849	11
KRH04506	6
KRG92901	3
KRH04507	163
KRG92902	3
KRH63597	5
KRG92904	33
KRH24231	51
KRG92905	7
KRH63599	39
KRH24232	1
KRH24233	219
KRG92907	7
KRH71541	75
KRH71544	54
KRH71545	34
KRH71546	3
KRH71547	84
KRH71548	36
KRH71549	34
KRH39921	18
KRH39923	23
KRH39925	15
KRH34671	68
KRH75230	17
KRH39926	46
KRH75231	25
KRH39927	4
KRH34673	66
KRH34674	47
KRH75233	35
KRH59650	15
KRH39929	11
KRG93003	3
KRH34676	196
KRH07092	22
KRH34677	763
KRH75236	515
KRH75237	2
KRH59654	16
KRH07094	2
KRG93006	5
KRH34679	38
KRH75238	62
KRG93007	3
KRH75239	239
KRH59657	32
KRH07097	3
KRG93009	3
KRH59658	19
KRH07098	30
KRH07099	234
KRH42621	81
KRG95494	25
KRH42622	1
KRH42623	5
KRH42624	6
KRG95497	3
KRH42625	3
KRG95498	16
KRH42626	185
KRG95499	5
KRH15044	12
KRH42628	68
KRH67605	6
KRH42629	29
KRH15046	15
KRH62351	1
KRH67607	1
KRH15047	44
KRH62352	122
KRH62353	4
KRH58090	93
KRH67609	1
KRH62354	1
KRH62355	135
KRH62356	133
KRH62357	131
KRH58095	5
KRH62359	23
KRH25480	4
KRH70302	22
KRH66040	526
KRH70304	139
KRH66041	13
KRH13700	223
KRH66042	9
KRH13701	234
KRH72790	190
KRH70307	56
KRH13702	163
KRH66044	3
KRH25486	9
KRH13703	29
KRH72792	195
KRH70309	76
KRH13704	131
KRH66046	1961
KRH72793	182
KRH25488	23
KRH13705	108
KRH66047	36
KRH13706	81
KRH13707	27
KRH13708	11
KRH33430	199
KRH13709	1832
KRH33431	1
KRH33434	1
KRG99500	16
KRH33435	10
KRG99501	10
KRG99502	19
KRH33437	2
KRG99503	72
KRG99504	82
KRG94250	12
KRG99505	1944
KRG99506	42
KRH53161	24
KRG94252	9
KRG99507	13
KRH00820	3
KRG94253	12
KRG99508	15
KRH00822	25
KRG94255	144
KRH00823	49
KRH53166	1
KRH00825	22
KRH53167	89
KRH00826	10
KRG94259	1
KRH00827	3
KRH00828	67
KRH43870	3
KRH43871	9
KRH43872	66
KRH68850	5
KRH43874	1
KRH68851	24
KRH43875	11
KRH68852	12
KRH16292	48
KRH43876	299
KRH68853	16
KRH16293	140
KRH04510	1880
KRH43877	245
KRH68854	13
KRH16294	147
KRH04511	3
KRH43878	172
KRH16295	321
KRH04512	6
KRH68856	3
KRH16296	46
KRH04513	248
KRH68857	5
KRH16297	1
KRH04514	5
KRH68858	160
KRH16298	93
KRH04515	3
KRG92910	7
KRH51822	2
KRG92913	1
KRH76800	83
KRH24240	7
KRH04519	42
KRG92914	5
KRH76801	3
KRH76802	272
KRG92916	24
KRH51827	150
KRG92917	108
KRH51828	2
KRG92918	21
KRH71550	29
KRH76805	4
KRH51829	14
KRH71551	21
KRH71552	20
KRH24247	2834
KRH71553	3
KRH24248	16
KRH71555	26
KRH71556	2
KRH71557	3
KRH71559	154
KRH39932	25
KRH39933	1
KRH39934	28
KRH39935	23
KRH34681	15
KRH75240	2
KRH34682	14
KRH75241	5
KRH39937	31
KRG93010	1
KRH34683	9
KRH75242	11
KRH39938	1
KRG93011	5
KRH34684	6
KRH75243	3
KRH39939	25
KRG93012	126
KRH34685	6
KRH75244	3
KRH59661	19
KRG93013	2
KRH34686	6
KRH75245	3
KRG93014	2
KRH34687	5
KRH75246	42
KRH34688	1
KRH75247	7
KRH59664	19
KRH34689	149
KRH75248	6
KRH59668	1
KRH42630	87
KRH42631	21
KRH42632	61
KRH15050	19
KRH67611	3
KRH15051	7
KRH42635	18
KRH67612	131
KRH67613	1
KRH42637	42
KRH67614	25
KRH15054	6
KRH42638	7
KRH15055	7
KRH62360	5
KRH15056	11
KRH67617	2
KRH15057	1
KRH67618	1905
KRH15058	8
KRH62365	3
KRH62366	12
KRH62367	17
KRH62368	55
KRH62369	3
KRH70310	5
KRH23005	1398
KRH70311	2
KRH25490	24
KRH70312	2446
KRH25491	1
KRH70313	17
KRH66050	18
KRH25492	18
KRH70314	3
KRH66051	146
KRH25493	31
KRH70315	14
KRH13710	23
KRH66052	102
KRH25494	4
KRH70316	32
KRH66053	27
KRH25495	2
KRH70317	2
KRH13712	5
KRH70318	327
KRH66055	1
KRH25497	1
KRH70319	5
KRH13714	206
KRH25498	28
KRH13715	19
KRH66057	16
KRH13716	14
KRH13717	7
KRH13718	78
KRH74000	1
KRH33442	3
KRH74001	1
KRH74002	12
KRH74003	38
KRG99512	150
KRH74005	5
KRG99513	78
KRH74006	20
KRG99514	12
KRH33449	17
KRH74008	12
KRG99516	129
KRH74009	3
KRG94262	5
KRG99517	28
KRH00830	24
KRH53172	5
KRG99518	127
KRH00831	174
KRG99519	47
KRH00832	101
KRH53174	1764
KRH00834	1636
KRH53176	15
KRG94267	3
KRG94268	3
KRH00836	5
KRG94269	21
KRH00839	1904
KRH43881	8
KRH43882	4
KRH43883	3
KRH68860	46
KRH43884	43
KRH43885	1
KRH43886	1
KRH04520	39
KRH43887	23
KRH04521	9
KRH43888	21
KRH04522	5
KRH04523	60
KRH04524	1
KRH29501	24
KRH68868	17
KRH51830	20
KRG92920	139
KRH29502	2
KRH51831	5
KRG92921	5
KRH51832	1
KRH04527	115
KRH29504	11
KRH51833	6
KRH04528	3818
KRH24250	3
KRH29505	7
KRH51834	1
KRH04529	40
KRG92924	49
KRH24251	47
KRH24252	10
KRH29507	8
KRH51836	27
KRH24253	1093
KRH24254	2
KRH51838	6
KRH71560	149
KRH24255	100
KRH51839	6
KRH71561	5
KRH71562	22
KRH71564	1
KRH76819	1
KRH71566	24
KRH32201	3
KRH32202	1
KRH39940	39
KRH32203	68
KRH32204	1092
KRH39942	1
KRH34690	6
KRH34691	2
KRH39946	2
KRH39947	27
KRH75252	74
KRH39948	5
KRG93021	14
KRH34694	62
KRH59671	89
KRH34696	3
KRH75256	795
KRH59673	7
KRH34698	3
KRH75257	35
KRH34699	5
KRH75258	326
KRH59675	45
KRH75259	388
KRG93028	46
KRG93029	3
KRH59678	15
KRH42642	24
KRH42643	1460
KRH15060	121
KRH67621	350
KRH42645	11
KRH15062	1129
KRH42646	54
KRH42647	4
KRH42648	128
KRH62370	32
KRH67625	18
KRH15065	66
KRH62371	7
KRH15066	11
KRH62372	133
KRH67628	1
KRH15068	111
KRH62373	342
KRH67629	239
KRH62375	3
KRH23010	6
KRH23011	13
KRH62378	41
KRH23012	6
KRH62379	45
KRH23014	307
KRH23015	12
KRH70321	333
KRH23016	3
KRH70322	594
KRH23017	83
KRH66060	188
KRH70324	907
KRH23019	335
KRH66061	8
KRH13720	339
KRH13721	189
KRH66064	76
KRH70328	13
KRH13723	25
KRH38700	1
KRH38701	1
KRH13725	1
KRH66068	35
KRH38703	13
KRH13727	11
KRH66069	16
KRH38704	4451
KRH13728	24
KRH33450	20
KRH13729	1
KRH33452	2
KRH74011	44
KRH38708	5
KRH33454	321
KRH38709	1
KRH74013	87
KRH33455	32
KRG99521	328
KRH74014	11
KRH33456	12
KRG99522	43
KRH33457	9
KRG99523	1306
KRH74016	104
KRH33458	2
KRG99524	1
KRH33459	37
KRG94270	27
KRG99525	1
KRH53180	37
KRG94271	7
KRG99526	9
KRH53181	2
KRG94272	6
KRG99527	17
KRH00840	1
KRH53182	83
KRH41400	5
KRG99528	123
KRH41401	12
KRH53184	20
KRG94275	78
KRH00843	1
KRG94276	1
KRH00844	1
KRH53186	1
KRH41404	120
KRG94277	126
KRH53187	1
KRH41405	1
KRH00846	1
KRH41406	5
KRG94279	80
KRH53189	370
KRH41407	13
KRH43890	257
KRH00849	31
KRH43891	39
KRH41409	13
KRH43893	3
KRH43894	15
KRH43895	12
KRH68872	3
KRH43896	62
KRH68873	13
KRH04530	26
KRH43897	129
KRH68874	92
KRH04531	5
KRH43898	33
KRH68876	354
KRH29510	92
KRH68877	38
KRH04534	3
KRH29511	1
KRH68878	9
KRH04535	1
KRG92930	131
KRH68879	35
KRH04536	7
KRH29513	1
KRH51842	3
KRG92932	19
KRH04538	107
KRH76820	4
KRH29515	3
KRH51844	52
KRG92934	123
KRH76821	3
KRH51845	3
KRH76822	50
KRH29517	22
KRH51846	9
KRG92936	2
KRH76823	3
KRH24263	547
KRH51847	1
KRG92937	82
KRH76824	50
