Rank	Gene_ID	Paralog_Count
251	KRH38301	3876
252	KRH66285	3873
253	KRH14963	3868
254	KRH65414	3862
255	KRH45351	3860
256	KRH77440	3858
257	KRG88816	3853
258	KRH54939	3852
259	KRH27994	3851
260	KRH08545	3851
261	KRH49979	3849
262	KRH62083	3841
263	KRH00173	3836
264	KRH52768	3835
265	KRH37902	3829
266	KRH07654	3829
267	KRH08547	3824
268	KRH57974	3818
269	KRH04528	3818
270	KRH00191	3813
271	KRH41999	3806
272	KRH76130	3803
273	KRH53602	3798
274	KRH49322	3789
275	KRH07066	3782
276	KRH71886	3779
277	KRH48661	3779
278	KRH12894	3777
279	KRH55233	3774
280	KRH37188	3774
281	KRH49457	3762
282	KRH56023	3760
283	KRH70617	3754
284	KRH72842	3741
285	KRH11793	3738
286	KRH22055	3736
287	KRG95322	3730
288	KRH71097	3728
289	KRH35896	3717
290	KRH51255	3716
291	KRH08799	3711
292	KRH67434	3702
293	KRH17209	3702
294	KRH12906	3702
295	KRG94124	3699
296	KRH18126	3697
297	KRH07291	3694
298	KRH27268	3689
299	KRH62142	3687
300	KRG90902	3680
301	KRH36702	3672
302	KRH23683	3662
303	KRH13098	3653
304	KRH51256	3645
305	KRH39040	3642
306	KRH00983	3624
307	KRH25655	3622
308	KRH52854	3612
309	KRH09050	3612
310	KRH08749	3609
311	KRH36809	3602
312	KRH28300	3587
313	KRH05822	3580
314	KRH03778	3577
315	KRH75567	3561
316	KRH08090	3560
317	KRH06301	3560
318	KRH69003	3559
319	KRH08825	3557
320	KRH32710	3544
321	KRH30865	3543
322	KRH11702	3536
323	KRH35733	3532
324	KRH08793	3532
325	KRH66999	3527
326	KRH09040	3523
327	KRH08824	3520
328	KRH63666	3519
329	KRH40244	3516
330	KRH25727	3509
331	KRH08795	3489
332	KRG98109	3470
333	KRH47730	3469
334	KRH58829	3466
335	KRH15208	3463
336	KRH64513	3454
337	KRG97277	3446
338	KRH48545	3438
339	KRH42991	3436
340	KRH58995	3435
341	KRH35919	3421
342	KRH68996	3418
343	KRH30671	3417
344	KRH47735	3412
345	KRH09033	3396
346	KRH42736	3383
347	KRH14679	3383
348	KRH08785	3382
349	KRH08037	3381
350	KRH16952	3377
351	KRG91028	3375
352	KRG97359	3371
353	KRH39150	3370
354	KRH54282	3368
355	KRH73468	3360
356	KRH08797	3358
357	KRH15987	3350
358	KRH64325	3345
359	KRH72555	3344
360	KRH54823	3344
361	KRH06309	3344
362	KRH44693	3339
363	KRH32393	3339
364	KRH20409	3339
365	KRH09067	3338
366	KRH44754	3336
367	KRH60008	3334
368	KRH38161	3326
369	KRH09027	3322
370	KRH51530	3321
371	KRH46534	3315
372	KRH08794	3303
373	KRH41285	3296
374	KRG90862	3295
375	KRH20013	3290
376	KRH09978	3282
377	KRH77939	3280
378	KRH08740	3276
379	KRH60845	3264
380	KRH21657	3262
381	KRH64168	3255
382	KRH00490	3253
383	KRH40668	3251
384	KRH08045	3245
385	KRH27573	3243
386	KRH67820	3235
387	KRH77525	3232
388	KRH41871	3232
389	KRH10921	3229
390	KRH48861	3226
391	KRH58723	3209
392	KRH66435	3206
393	KRH13557	3198
394	KRH75397	3196
395	KRH30358	3192
396	KRH21079	3188
397	KRH60559	3185
398	KRG97489	3182
399	KRH76043	3179
400	KRH27941	3174
401	KRH54956	3173
402	KRH09974	3172
403	KRH75895	3163
404	KRH50093	3163
405	KRH27860	3162
406	KRH68004	3161
407	KRG96115	3159
408	KRH23355	3158
409	KRH09036	3156
410	KRH08725	3153
411	KRH08723	3151
412	KRH53777	3146
413	KRH09979	3137
414	KRH74591	3135
415	KRH08722	3132
416	KRH31559	3121
417	KRH08717	3120
418	KRH26100	3118
419	KRH48427	3116
420	KRH31393	3116
421	KRG94239	3114
422	KRH53702	3113
423	KRH77622	3110
424	KRH18310	3108
425	KRH06986	3107
426	KRH00298	3106
427	KRH13824	3103
428	KRH01835	3098
429	KRH75954	3094
430	KRH43480	3094
431	KRH25313	3092
432	KRH08987	3091
433	KRH65649	3088
434	KRH08046	3083
435	KRH11174	3082
436	KRH44243	3074
437	KRH32849	3070
438	KRH08642	3069
439	KRH08720	3064
440	KRG91088	3064
441	KRH11046	3062
442	KRH72299	3058
443	KRH08998	3058
444	KRH36503	3057
445	KRH08983	3055
446	KRH59853	3054
447	KRH32984	3049
448	KRG88583	3049
449	KRH41153	3041
450	KRH09980	3041
451	KRH65683	3037
452	KRH21237	3031
453	KRH27500	3027
454	KRG94480	3026
455	KRH38225	3022
456	KRG88528	3022
457	KRH01485	3019
458	KRH08753	3014
459	KRH57656	3012
460	KRH32636	3012
461	KRH46800	3006
462	KRH72191	3005
463	KRH06617	3003
464	KRH07718	3000
465	KRH39151	2996
466	KRH69571	2980
467	KRH16723	2980
468	KRH08743	2976
469	KRH75003	2974
470	KRH64224	2972
471	KRH29398	2970
472	KRH08754	2970
473	KRH21387	2969
474	KRH26676	2968
475	KRH54207	2964
476	KRH14258	2963
477	KRG97964	2962
478	KRH48551	2956
479	KRH47180	2955
480	KRG88537	2954
481	KRH48292	2950
482	KRH70864	2949
483	KRH11488	2947
484	KRH08747	2947
485	KRG99856	2945
486	KRH66165	2944
487	KRH75937	2942
488	KRH07896	2942
489	KRH35691	2939
490	KRH45181	2937
491	KRH75893	2935
492	KRH67635	2935
493	KRH49026	2931
494	KRH57769	2928
495	KRG95921	2927
496	KRG93678	2921
497	KRH52317	2916
498	KRH01058	2910
499	KRH19805	2909
500	KRH00313	2909
501	KRG94309	2906
502	KRH28320	2901
503	KRH20845	2900
504	KRH08043	2900
505	KRH33531	2898
506	KRH08963	2897
507	KRH08742	2897
508	KRH09035	2895
509	KRH08745	2890
510	KRH00300	2880
511	KRH08738	2877
512	KRH04550	2873
513	KRH24681	2872
514	KRH42561	2870
515	KRH27572	2860
516	KRH08788	2853
517	KRH00299	2846
518	KRH77166	2844
519	KRH18546	2843
520	KRH23157	2841
521	KRH09059	2840
522	KRH65209	2837
523	KRH09642	2836
524	KRH49696	2834
525	KRH29680	2834
526	KRH24247	2834
527	KRH14683	2830
528	KRH48320	2828
529	KRG94887	2828
530	KRH48383	2826
531	KRH08746	2820
532	KRH39259	2818
533	KRH24680	2818
534	KRH57812	2812
535	KRG90583	2811
536	KRH55203	2810
537	KRH08954	2809
538	KRH08956	2805
539	KRH39292	2800
540	KRH23676	2797
541	KRH08041	2792
542	KRH49266	2787
543	KRH67039	2786
544	KRH75955	2784
545	KRG93454	2783
546	KRG89220	2781
547	KRH42617	2779
548	KRH08128	2778
549	KRH48103	2773
550	KRH28657	2763
551	KRH08993	2756
552	KRH17350	2746
553	KRH09044	2744
554	KRH17308	2743
555	KRH08729	2738
556	KRH00296	2732
557	KRH29251	2729
558	KRH66278	2728
559	KRG91407	2728
560	KRH74736	2717
561	KRH65852	2717
562	KRH08990	2715
563	KRH08979	2713
564	KRH09002	2712
565	KRH63746	2703
566	KRH70639	2695
567	KRH08961	2695
568	KRH73456	2694
569	KRH08986	2687
570	KRH08752	2686
571	KRH74184	2683
572	KRH76797	2682
573	KRH52034	2680
574	KRH08995	2678
575	KRH73861	2673
576	KRH07287	2673
577	KRH53425	2672
578	KRH08741	2668
579	KRH12565	2665
580	KRH44251	2661
581	KRH61335	2660
582	KRH60853	2659
583	KRG90293	2653
584	KRG88581	2652
585	KRH08974	2649
586	KRH08966	2642
587	KRH09029	2638
588	KRH09065	2631
589	KRH07483	2628
590	KRH45666	2622
591	KRH09590	2622
592	KRH49426	2616
593	KRH08968	2614
594	KRH01372	2610
595	KRH75929	2609
596	KRH38667	2603
597	KRH35413	2603
598	KRH41753	2600
599	KRH34777	2600
600	KRG97897	2599
601	KRH12110	2598
602	KRH08947	2597
603	KRH06656	2596
604	KRH36172	2589
605	KRH08955	2588
606	KRH09042	2584
607	KRH02592	2584
608	KRH23350	2580
609	KRH03836	2578
610	KRH00312	2578
611	KRH09001	2575
612	KRH75532	2574
613	KRH08976	2574
614	KRG92006	2574
615	KRH08972	2569
616	KRH08821	2565
617	KRH21247	2560
618	KRH45818	2552
619	KRH11039	2551
620	KRH65696	2541
621	KRH08994	2540
622	KRH71909	2537
623	KRH08787	2527
624	KRH23352	2526
625	KRH08792	2525
626	KRH09053	2523
627	KRH08964	2523
628	KRH09037	2522
629	KRH33527	2520
630	KRH30917	2519
631	KRG88845	2519
632	KRH40332	2518
633	KRH19341	2516
634	KRH08975	2514
635	KRH09004	2511
636	KRH08726	2511
637	KRH09008	2507
638	KRH08819	2503
639	KRH08997	2496
640	KRH23585	2494
641	KRH08969	2494
642	KRH76431	2493
643	KRH09061	2489
644	KRG88539	2481
645	KRG99346	2480
646	KRH49258	2479
647	KRH56709	2477
648	KRH49262	2475
649	KRH09045	2474
650	KRH08992	2468
651	KRH28748	2465
652	KRH08739	2453
653	KRH00903	2449
654	KRG95450	2447
655	KRH70312	2446
656	KRG94671	2445
657	KRH49422	2437
658	KRH11090	2436
659	KRH17082	2431
660	KRH10123	2425
661	KRH09000	2425
662	KRH04790	2423
663	KRH09056	2416
664	KRH09058	2412
665	KRG91353	2407
666	KRG88495	2407
667	KRH12977	2404
668	KRG99147	2401
669	KRH35209	2392
670	KRH31956	2390
671	KRH71499	2389
672	KRH49252	2387
673	KRH00133	2386
674	KRG94670	2385
675	KRH76706	2382
676	KRH38593	2374
677	KRH09031	2372
678	KRH08038	2370
679	KRH07715	2364
680	KRH49006	2361
681	KRG99637	2361
682	KRH74447	2359
683	KRH21238	2359
684	KRH06825	2359
685	KRG88611	2355
686	KRH35205	2349
687	KRH67126	2335
688	KRH45860	2335
689	KRH08988	2335
690	KRH09063	2334
691	KRH39505	2324
692	KRH71992	2319
693	KRH15715	2313
694	KRH42879	2312
695	KRH54428	2311
696	KRG88582	2311
697	KRH35203	2310
698	KRH42873	2305
699	KRH47638	2300
700	KRH14697	2299
701	KRH52670	2296
702	KRH16724	2288
703	KRH09064	2285
704	KRH07595	2283
705	KRH60191	2281
706	KRH09032	2280
707	KRH41471	2277
708	KRH74203	2270
709	KRH62673	2264
710	KRH58983	2263
711	KRH08985	2262
712	KRH35204	2258
713	KRH40648	2256
714	KRH08744	2256
715	KRG88467	2256
716	KRH37393	2252
717	KRH44353	2247
718	KRH14717	2243
719	KRH33257	2229
720	KRH13652	2226
721	KRG88534	2222
722	KRH06824	2219
723	KRH29123	2214
724	KRH69825	2212
725	KRH74141	2211
726	KRH35212	2209
727	KRH07714	2207
728	KRH09057	2204
729	KRH07746	2201
730	KRH08982	2200
731	KRH09048	2199
732	KRH56366	2192
733	KRH09322	2191
734	KRH19593	2186
735	KRH44238	2177
736	KRH58973	2176
737	KRH12371	2176
738	KRH49078	2175
739	KRH04919	2174
740	KRG88538	2166
741	KRH41397	2163
742	KRH62013	2159
743	KRH24158	2156
744	KRG91260	2144
745	KRH65663	2143
746	KRH35551	2143
747	KRH00547	2143
748	KRH12402	2137
749	KRH55298	2136
750	KRH14695	2133
751	KRH00536	2133
752	KRH38824	2131
753	KRH38674	2130
754	KRH00546	2125
755	KRH14703	2123
756	KRH09972	2122
757	KRH00542	2122
758	KRH38697	2121
759	KRH14693	2115
760	KRG91217	2115
761	KRH60112	2113
762	KRH35753	2113
763	KRH16173	2113
764	KRH09193	2111
765	KRH38684	2107
766	KRH12883	2105
767	KRH69326	2102
768	KRG95348	2101
769	KRH50010	2099
770	KRH08727	2099
771	KRH25448	2095
772	KRH35622	2090
773	KRH27402	2088
774	KRG91005	2086
775	KRH42259	2085
776	KRH61960	2083
777	KRH12892	2083
778	KRH26862	2082
779	KRH25623	2081
780	KRH74803	2079
781	KRH26857	2078
782	KRG91216	2075
783	KRH22490	2074
784	KRH14745	2074
785	KRH33238	2069
786	KRH55932	2068
787	KRH73173	2067
788	KRH21607	2062
789	KRH17617	2062
790	KRG91162	2055
791	KRG88610	2053
792	KRH14920	2051
793	KRH07082	2051
794	KRH00087	2049
795	KRH18545	2047
796	KRH06216	2047
797	KRH19175	2036
798	KRH13197	2036
799	KRH14694	2035
800	KRH08950	2030
801	KRH00538	2030
802	KRH10502	2026
803	KRG91215	2023
804	KRG94876	2021
805	KRH09006	2020
806	KRH08999	2020
807	KRG91220	2018
808	KRH35605	2017
809	KRH77907	2016
810	KRH35601	2016
811	KRG91198	2015
812	KRG91196	2015
813	KRH55470	2014
814	KRH10715	2011
815	KRG88584	2011
816	KRH55539	2007
817	KRH77903	2005
818	KRH44878	2005
819	KRH77904	2004
820	KRH21608	2004
821	KRG91193	2003
822	KRH58668	2002
823	KRH14691	2002
824	KRH20606	1997
825	KRH56232	1996
826	KRH21618	1996
827	KRH70404	1995
828	KRH27591	1994
829	KRH00875	1993
830	KRH30987	1992
831	KRH62729	1991
832	KRH35618	1989
833	KRH55541	1988
834	KRH43725	1988
835	KRH67439	1987
836	KRH30771	1987
837	KRH08599	1987
838	KRH72980	1986
839	KRH35608	1985
840	KRH74328	1983
841	KRG91178	1983
842	KRH20591	1982
843	KRH16729	1982
844	KRG91213	1982
845	KRG91175	1982
846	KRH62713	1981
847	KRH13067	1981
848	KRG88729	1981
849	KRG91166	1980
850	KRG91159	1980
851	KRH30747	1979
852	KRH00852	1979
853	KRH43022	1978
854	KRH25943	1978
855	KRH72723	1977
856	KRH56244	1977
857	KRH49928	1976
858	KRH00109	1976
859	KRG91212	1976
860	KRG91171	1976
861	KRH35617	1974
862	KRH21605	1974
863	KRH30745	1973
864	KRH42062	1971
865	KRG91205	1971
866	KRH55489	1970
867	KRG91181	1970
868	KRH55481	1969
869	KRH01721	1969
870	KRG91192	1969
871	KRG91158	1969
872	KRH13063	1968
873	KRH56245	1967
874	KRH41956	1967
875	KRH35610	1966
876	KRH35609	1966
877	KRH10713	1965
878	KRH65635	1964
879	KRH46711	1964
880	KRH35612	1964
881	KRG99391	1964
882	KRG91163	1964
883	KRH41964	1963
884	KRH21609	1963
885	KRG91179	1963
886	KRH46709	1962
887	KRH37923	1962
888	KRH66046	1961
889	KRG91190	1961
890	KRH22188	1960
891	KRH21034	1960
892	KRH09085	1960
893	KRG91176	1960
894	KRH40353	1959
895	KRH30783	1959
896	KRG91180	1959
897	KRH56572	1958
898	KRH25986	1958
899	KRH11239	1958
900	KRH07545	1958
901	KRH02743	1958
902	KRH00764	1958
903	KRH55461	1957
904	KRH37925	1957
905	KRH47030	1956
906	KRH30781	1956
907	KRH14879	1956
908	KRH09675	1956
909	KRH55484	1955
910	KRH26000	1955
911	KRH22175	1955
912	KRG91168	1955
913	KRH09861	1954
914	KRH58623	1953
915	KRH42059	1953
916	KRH30805	1953
917	KRH55554	1952
918	KRH01347	1952
919	KRG98037	1952
920	KRG94285	1952
921	KRG98034	1951
922	KRG91520	1951
923	KRG91209	1951
924	KRH29992	1950
925	KRH25959	1950
926	KRH21255	1950
927	KRH55553	1949
928	KRH55466	1949
929	KRH42530	1949
930	KRH21604	1949
931	KRH13266	1949
932	KRG98036	1949
933	KRG91184	1949
934	KRH69611	1948
935	KRH69606	1948
936	KRH55471	1948
937	KRH43461	1948
938	KRH22180	1948
939	KRH22176	1948
940	KRG93250	1948
941	KRH74556	1947
942	KRH50652	1947
943	KRH40448	1947
944	KRH39152	1947
945	KRH38178	1947
946	KRH25971	1947
947	KRH25937	1947
948	KRH02461	1947
949	KRG89624	1947
950	KRH44229	1946
951	KRH25938	1946
952	KRG98040	1946
953	KRG91189	1946
954	KRH55548	1945
955	KRH45505	1945
956	KRH30803	1945
957	KRH23629	1945
958	KRH10718	1945
959	KRH55556	1944
960	KRH48542	1944
961	KRH42204	1944
962	KRH25966	1944
963	KRH25957	1944
964	KRH21602	1944
965	KRG99505	1944
966	KRH65685	1943
967	KRH63510	1943
968	KRH55442	1943
969	KRH46760	1943
970	KRH38252	1943
971	KRH30750	1943
972	KRH29468	1943
973	KRH25964	1943
974	KRG90882	1943
975	KRG90880	1943
976	KRH75913	1942
977	KRH35910	1942
978	KRH13893	1942
979	KRH25939	1941
980	KRH02726	1941
981	KRH62873	1940
982	KRH55557	1940
983	KRH14882	1940
984	KRG94101	1940
985	KRH71677	1939
986	KRH55483	1939
987	KRH55457	1939
988	KRH45820	1939
989	KRH42057	1939
990	KRH30759	1939
991	KRH24479	1939
992	KRH14490	1939
993	KRG90473	1939
994	KRH49856	1938
995	KRH33761	1938
996	KRG99800	1938
997	KRH73642	1937
998	KRH64887	1937
999	KRH55540	1937
1000	KRH55463	1937
1001	KRH49599	1937
1002	KRH46706	1937
1003	KRH30798	1937
1004	KRH73391	1936
1005	KRH26011	1936
1006	KRH26010	1936
1007	KRH13899	1936
1008	KRH13263	1936
1009	KRH01725	1936
1010	KRH01345	1936
1011	KRH55534	1935
1012	KRH37787	1935
1013	KRH25975	1935
1014	KRH22211	1935
1015	KRH20607	1935
1016	KRH13643	1935
1017	KRH10841	1935
1018	KRG99394	1935
1019	KRH52372	1934
1020	KRH45630	1934
1021	KRH42056	1934
1022	KRH27127	1934
1023	KRH06889	1934
1024	KRG98038	1934
1025	KRH55561	1933
1026	KRH30789	1933
1027	KRH21897	1932
1028	KRH64890	1931
1029	KRH55550	1931
1030	KRH46044	1931
1031	KRH43827	1931
1032	KRH13268	1931
1033	KRG98925	1931
1034	KRH14658	1930
1035	KRH68402	1929
1036	KRH42053	1929
1037	KRG94631	1929
1038	KRH12373	1928
1039	KRH04590	1928
1040	KRH48069	1927
1041	KRH37681	1926
1042	KRH30755	1926
1043	KRH12715	1926
1044	KRG90883	1926
1045	KRH64889	1925
1046	KRH27064	1925
1047	KRH10890	1925
1048	KRG90887	1925
1049	KRH74645	1924
1050	KRH45614	1924
1051	KRH41962	1924
1052	KRH10711	1924
1053	KRG90889	1924
1054	KRH69509	1923
1055	KRH61701	1923
1056	KRH55601	1923
1057	KRH25989	1923
1058	KRH22174	1923
1059	KRH13484	1923
1060	KRH13012	1923
1061	KRH47116	1922
1062	KRH44858	1922
1063	KRH42522	1922
1064	KRH10503	1922
1065	KRH60919	1921
1066	KRH41983	1921
1067	KRH28457	1921
1068	KRH16470	1921
1069	KRH51532	1920
1070	KRH50012	1920
1071	KRH40713	1920
1072	KRH37374	1920
1073	KRH30305	1920
1074	KRH16479	1920
1075	KRH36118	1919
1076	KRH30957	1919
1077	KRG98286	1919
1078	KRH60847	1918
1079	KRH47029	1918
1080	KRH68274	1917
1081	KRH58374	1917
1082	KRH45080	1917
1083	KRH25899	1917
1084	KRH03269	1917
1085	KRH69723	1916
1086	KRH49855	1916
1087	KRH33970	1916
1088	KRH00425	1916
1089	KRG97925	1916
1090	KRH77013	1915
1091	KRH69932	1915
1092	KRH64891	1915
1093	KRH21426	1915
1094	KRH08293	1915
1095	KRH05253	1915
1096	KRG99274	1915
1097	KRG93346	1915
1098	KRH75931	1914
1099	KRH45733	1914
1100	KRH26219	1914
1101	KRH18061	1914
1102	KRH75938	1913
1103	KRH25994	1913
1104	KRH25979	1913
1105	KRH18062	1913
1106	KRH03389	1913
1107	KRG95977	1913
1108	KRH64893	1912
1109	KRH45075	1912
1110	KRH31783	1912
1111	KRH69205	1911
1112	KRH44145	1911
1113	KRH21614	1911
1114	KRH17378	1911
1115	KRH15799	1911
1116	KRH11483	1911
1117	KRG99331	1911
1118	KRG96539	1911
1119	KRH23315	1910
1120	KRH19646	1910
1121	KRH16956	1910
1122	KRG92824	1910
1123	KRH51602	1909
1124	KRH44241	1909
1125	KRH35904	1909
1126	KRH30761	1909
1127	KRH01422	1909
1128	KRH01348	1909
1129	KRG95902	1909
1130	KRH72935	1908
1131	KRH68843	1908
1132	KRH45078	1908
1133	KRH21729	1908
1134	KRH20479	1908
1135	KRH12941	1908
1136	KRH06590	1908
1137	KRH60972	1907
1138	KRH49354	1907
1139	KRG90640	1907
1140	KRH32260	1906
1141	KRH30758	1906
1142	KRH19781	1906
1143	KRH01333	1906
1144	KRH67683	1905
1145	KRH67618	1905
1146	KRH60141	1905
1147	KRH36846	1905
1148	KRH30895	1905
1149	KRH20444	1905
1150	KRH05175	1905
1151	KRH40389	1904
1152	KRH16468	1904
1153	KRH00839	1904
1154	KRH48293	1903
1155	KRH38093	1903
1156	KRH38091	1903
1157	KRH32375	1903
1158	KRH14220	1903
1159	KRH10013	1903
1160	KRH57133	1902
1161	KRH44228	1902
1162	KRH01335	1902
1163	KRG98473	1902
1164	KRH67497	1901
1165	KRH21610	1901
1166	KRH16475	1901
1167	KRG95786	1901
1168	KRH47436	1900
1169	KRH17287	1900
1170	KRH00306	1900
1171	KRH76579	1899
1172	KRH55104	1899
1173	KRH17046	1899
1174	KRH01349	1899
1175	KRH00205	1899
1176	KRH67131	1898
1177	KRH49145	1898
1178	KRH48500	1898
1179	KRH41431	1898
1180	KRH32469	1898
1181	KRH22269	1898
1182	KRH09082	1898
1183	KRH01343	1898
1184	KRG91576	1898
1185	KRH72632	1897
1186	KRH49436	1897
1187	KRH03624	1897
1188	KRH28871	1896
1189	KRH23586	1896
1190	KRH16995	1896
1191	KRG89893	1896
1192	KRH36847	1895
1193	KRH36619	1895
1194	KRH19857	1895
1195	KRH16471	1895
1196	KRH09179	1895
1197	KRG99478	1895
1198	KRH71493	1894
1199	KRH18041	1894
1200	KRH16474	1894
1201	KRH09718	1894
1202	KRH00016	1894
1203	KRG97997	1894
1204	KRG95456	1894
1205	KRH48734	1893
1206	KRH48732	1893
1207	KRH38660	1893
1208	KRH31961	1893
1209	KRH26005	1893
1210	KRH03223	1893
1211	KRH74540	1892
1212	KRH71840	1892
1213	KRH36849	1892
1214	KRH23211	1892
1215	KRH18060	1892
1216	KRG97093	1892
1217	KRG95455	1892
1218	KRH75684	1891
1219	KRH35245	1891
1220	KRH09997	1891
1221	KRH01344	1891
1222	KRG96093	1891
1223	KRG93726	1891
1224	KRG90879	1891
1225	KRH65893	1890
1226	KRH45545	1890
1227	KRH15628	1890
1228	KRG92811	1890
1229	KRH44474	1889
1230	KRG91688	1889
1231	KRH76483	1888
1232	KRH70649	1888
1233	KRH44273	1888
1234	KRH14747	1888
1235	KRH12247	1888
1236	KRH65884	1887
1237	KRH35406	1887
1238	KRH73392	1886
1239	KRH70978	1886
1240	KRH10130	1886
1241	KRH04271	1886
1242	KRH01346	1886
1243	KRH61353	1885
1244	KRH50305	1885
1245	KRH45135	1885
1246	KRH14944	1885
