seqnames	start	end	peptide_id	family	TAG
1	742024	745606	KRH74249	1137	1
1	746804	750737	KRH74250	1137	1
1	759038	761554	KRH74252	4422	0
1	763291	771911	KRH74253	3824	0
1	774324	780026	KRH74254	3813	0
1	779555	783740	KRH74256	8260	0
1	787097	791147	KRH74258	3812	0
1	802095	812507	KRH74259	612	0
1	818047	823167	KRH74261	8259	0
1	827132	832098	KRH74263	489	0
1	837682	840121	KRH74265	8258	0
1	861997	864605	KRH74269	8257	0
1	865285	873763	KRH74271	3810	0
1	882738	883553	KRH74273	5234	0
1	897628	900082	KRH74274	38	0
1	901695	903187	KRH74275	4325	0
1	908484	917161	KRH74276	3808	0
1	920555	925808	KRH74278	912	0
1	934715	936944	KRH74279	2413	0
1	937652	940822	KRH74280	32	0
1	952611	956924	KRH74281	8294	0
1	959845	963550	KRH74282	10225	0
1	967283	971604	KRH74283	3822	0
1	973266	978674	KRH74284	10224	0
1	980614	987593	KRH74286	807	0
1	993024	997480	KRH74288	10223	0
1	1001210	1006864	KRH74289	656	0
1	1009200	1013846	KRH74291	10222	0
1	1018533	1021955	KRH74292	4270	1
1	1023389	1026035	KRH74293	10221	0
1	1029283	1033685	KRH74294	4270	1
1	1036293	1043750	KRH74296	10220	0
1	1047531	1051340	KRH74297	10219	0
1	1053128	1053792	KRH74299	10218	0
1	1057125	1061925	KRH74300	10217	0
1	1066465	1073106	KRH74301	399	0
1	1084424	1087061	KRH74305	5431	1
1	1087724	1091143	KRH74306	10216	0
1	1091564	1095405	KRH74307	897	1
1	1122016	1126673	KRH74308	897	1
1	1130669	1132629	KRH74309	5431	1
1	1134872	1136320	KRH74310	897	1
1	1140332	1146805	KRH74311	1914	0
1	1157100	1161503	KRH74312	11370	0
1	1162070	1167484	KRH74313	897	1
1	1181837	1185096	KRH74315	897	1
1	1193004	1194457	KRH74316	1936	0
1	1197820	1201968	KRH74317	10152	0
1	1204032	1208621	KRH74318	10215	0
1	1211160	1216306	KRH74320	1704	0
1	1220267	1224974	KRH74321	897	1
1	1228018	1230052	KRH74322	1	0
1	1232056	1232591	KRH74323	1914	2
1	1233755	1237513	KRH74324	11370	0
1	1245513	1250153	KRH74325	897	1
1	1267962	1275041	KRH74326	1914	2
1	1278300	1280130	KRH74327	4	1
1	1284193	1292972	KRH74328	4	1
1	1302163	1312432	KRH74331	2424	0
1	1314163	1316550	KRH74334	4428	0
1	1327885	1331315	KRH74335	1186	0
1	1337890	1341947	KRH74337	566	0
1	1352386	1356930	KRH74344	231	0
1	1371903	1382029	KRH74350	10214	0
1	1389107	1393444	KRH74352	10213	0
1	1395081	1397785	KRH74354	10212	0
1	1404603	1411232	KRH74357	159	0
1	1428730	1434310	KRH74365	1191	0
1	1459585	1462094	KRH74367	32	0
1	1479986	1484286	KRH74369	427	0
1	1485325	1491704	KRH74370	5768	1
1	1496846	1500010	KRH74371	5357	0
1	1501239	1505312	KRH74373	5768	1
1	1507298	1508864	KRH74375	10211	0
1	1510354	1511458	KRH74376	10210	0
1	1516447	1519964	KRH74377	2549	0
1	1522027	1527320	KRH74378	1633	0
1	1528867	1532335	KRH74383	10209	0
1	1536576	1540311	KRH74387	48	0
1	1553067	1556242	KRH74390	5767	1
1	1555182	1556040	KRH74391	5767	1
1	1560698	1564822	KRH74393	1370	0
1	1573790	1583422	KRH74395	529	0
1	1592908	1595410	KRH74396	3	0
1	1599357	1600466	KRH74397	5245	0
1	1609124	1612598	KRH74398	2916	0
1	1614637	1619559	KRH74399	10208	0
1	1622886	1624365	KRH74400	865	0
1	1634013	1637492	KRH74401	4198	0
1	1642862	1643728	KRH74402	1214	0
1	1648646	1650096	KRH74403	691	0
1	1653678	1657140	KRH74405	9258	0
1	1662657	1663915	KRH74406	1456	1
1	1673427	1674421	KRH74407	1456	1
1	1689030	1691957	KRH74408	341	0
1	1722270	1723518	KRH74409	10207	0
1	1736217	1737749	KRH74412	10206	0
1	1748639	1749703	KRH74416	10205	0
1	1750027	1754223	KRH74417	10204	0
1	1772897	1774869	KRH74418	1632	0
1	1782875	1783916	KRH74419	10203	0
1	1783917	1787272	KRH74420	10202	0
1	1790049	1792039	KRH74422	2580	0
1	1803842	1805405	KRH74424	166	0
1	1814560	1817417	KRH74425	10201	0
1	1818232	1821908	KRH74426	4269	0
1	1826798	1836353	KRH74428	10200	0
1	1839153	1846859	KRH74430	1424	0
1	1865692	1868540	KRH74431	2522	0
1	1887049	1889993	KRH74434	71	0
1	1905829	1906826	KRH74436	3419	0
1	1929870	1932580	KRH74437	10199	0
1	1941089	1943035	KRH74438	589	0
1	1971363	1976444	KRH74442	5766	0
1	1979613	1984005	KRH74443	10198	0
1	1990783	1994783	KRH74446	6554	0
1	1999880	2008419	KRH74447	9772	0
1	2009725	2010906	KRH74448	10197	0
1	2011230	2020186	KRH74449	5765	0
1	2035445	2036241	KRH74450	10196	0
1	2039275	2056055	KRH74451	787	0
1	2067151	2067966	KRH74453	5764	0
1	2069065	2069931	KRH74454	10195	0
1	2092161	2100211	KRH74455	549	0
1	2104937	2109784	KRH74456	252	1
1	2122589	2125447	KRH74457	252	1
1	2140441	2142143	KRH74458	15	0
1	2148822	2155157	KRH74459	713	0
1	2159641	2163970	KRH74460	3935	0
1	2171115	2176385	KRH74462	9369	0
1	2189923	2194362	KRH74465	5701	0
1	2197811	2200232	KRH74467	5920	1
1	2202117	2203202	KRH74468	33	0
1	2205370	2206736	KRH74469	5920	1
1	2209688	2210849	KRH74470	1791	0
1	2210751	2211738	KRH74471	133	0
1	2212834	2213622	KRH74472	1551	0
1	2215383	2217438	KRH74473	5920	1
1	2235786	2236837	KRH74474	172	1
1	2239362	2241294	KRH74475	172	1
1	2246170	2251398	KRH74476	34	0
1	2281410	2286917	KRH74477	4801	0
1	2287485	2293185	KRH74478	1098	0
1	2298566	2303966	KRH74480	10194	0
1	2304042	2308423	KRH74482	2068	0
1	2314359	2317518	KRH74485	1345	0
1	2327716	2330874	KRH74487	3413	0
1	2331638	2339135	KRH74488	1941	0
1	2343215	2348080	KRH74492	4196	0
1	2363290	2365720	KRH74494	4955	0
1	2367540	2372762	KRH74496	676	0
1	2380950	2402441	KRH74498	2289	0
1	2405107	2414341	KRH74499	11304	0
1	2426625	2433075	KRH74501	5329	0
1	2433777	2442737	KRH74502	494	0
1	2455767	2457198	KRH74503	2581	0
1	2462884	2465300	KRH74504	38	0
1	2471111	2473720	KRH74505	599	0
1	2484222	2486235	KRH74506	5513	1
1	2502596	2504339	KRH74508	5513	1
1	2504633	2507081	KRH74509	11303	0
1	2529244	2531919	KRH74510	821	0
1	2537581	2544862	KRH74511	2941	0
1	2550549	2551651	KRH74512	11302	0
1	2558045	2560286	KRH74513	53	0
1	2616281	2621186	KRH74515	2177	0
1	2649510	2652292	KRH74516	3410	0
1	2683720	2685268	KRH74517	2	0
1	2699795	2701888	KRH74519	6653	0
1	2702813	2706006	KRH74520	5899	0
1	2714436	2715928	KRH74522	226	0
1	2731088	2731862	KRH74523	11301	0
1	2732449	2740742	KRH74525	5230	0
1	2741832	2744918	KRH74528	1808	0
1	2747392	2755356	KRH74529	1234	0
1	2757742	2760499	KRH74530	885	1
1	2765244	2767576	KRH74531	885	1
1	2768571	2771462	KRH74532	5706	0
1	2781491	2782600	KRH74533	1601	0
1	2800939	2807591	KRH74535	11300	0
1	2819064	2823273	KRH74537	3384	0
1	2836310	2838537	KRH74539	11299	0
1	2841569	2846006	KRH74540	9158	0
1	2852073	2856865	KRH74545	3409	0
1	2859609	2863397	KRH74546	1809	0
1	2874408	2877212	KRH74547	11298	0
1	2884478	2887943	KRH74548	1248	0
1	2889242	2892328	KRH74549	10509	0
1	2895690	2900577	KRH74550	258	0
1	2912340	2915599	KRH74551	8302	0
1	2923915	2927479	KRH74552	2603	0
1	2929035	2934455	KRH74556	2601	0
1	2935173	2938414	KRH74558	11297	0
1	2948608	2957378	KRH74562	217	0
1	2999967	3001495	KRH74564	11296	0
1	3002314	3007143	KRH74565	715	0
1	3014195	3020497	KRH74566	51	0
1	3037245	3038559	KRH74567	3408	0
1	3060271	3064492	KRH74568	1694	0
1	3079661	3082412	KRH74569	5820	0
1	3084233	3090081	KRH74570	1116	0
1	3098701	3100169	KRH74571	129	0
1	3107239	3109811	KRH74572	2286	0
1	3123489	3124811	KRH74574	4326	0
1	3130778	3135499	KRH74576	11295	0
1	3137027	3140461	KRH74580	5601	0
1	3148712	3151772	KRH74584	127	0
1	3152131	3157338	KRH74586	11294	0
1	3159945	3161005	KRH74589	5822	0
1	3163363	3164551	KRH74590	141	0
1	3167272	3172978	KRH74591	50	0
1	3178070	3179538	KRH74592	11293	0
1	3182949	3187700	KRH74593	1792	0
1	3189328	3200277	KRH74597	528	0
1	3202613	3206095	KRH74600	770	1
1	3208232	3215706	KRH74602	770	1
1	3234395	3237574	KRH74604	1097	0
1	3242360	3244328	KRH74606	5161	0
1	3245447	3246270	KRH74607	5815	0
1	3248473	3249000	KRH74609	11292	0
1	3257841	3260562	KRH74610	6086	0
1	3264673	3271140	KRH74611	11291	0
1	3278502	3282846	KRH74615	228	0
1	3292411	3295255	KRH74617	113	0
1	3298861	3302133	KRH74618	547	0
1	3328121	3334148	KRH74619	189	0
1	3342396	3347771	KRH74621	317	0
1	3363639	3366996	KRH74622	1604	0
1	3374233	3387279	KRH74623	2284	0
1	3392970	3394819	KRH74624	604	0
1	3396704	3399050	KRH74625	92	1
1	3404831	3411453	KRH74626	92	1
1	3415166	3425683	KRH74628	11290	0
1	3428092	3430571	KRH74629	5189	0
1	3455319	3459556	KRH74632	1172	1
1	3459557	3462334	KRH74633	1172	1
1	3469089	3471498	KRH74634	2143	0
1	3487315	3493797	KRH74635	1172	1
1	3499474	3504138	KRH74636	1172	1
1	3514070	3519602	KRH74638	2037	1
1	3524820	3525113	KRH74639	1211	0
1	3526381	3528862	KRH74640	2037	1
1	3532237	3533019	KRH74641	2037	1
1	3535699	3539383	KRH74642	4496	1
1	3545086	3549390	KRH74643	4496	1
1	3552796	3554812	KRH74644	11289	0
1	3564064	3569598	KRH74645	2613	0
1	3569271	3572403	KRH74650	11288	0
1	3576923	3579461	KRH74651	259	1
1	3583053	3583811	KRH74653	259	1
1	3588552	3590901	KRH74656	259	1
1	3599923	3602578	KRH74657	259	1
1	3605528	3607302	KRH74658	259	1
1	3613545	3615901	KRH74659	259	1
1	3626181	3630869	KRH74660	138	0
1	3636273	3639674	KRH74667	5916	1
1	3645633	3650030	KRH74671	5916	1
1	3678713	3680543	KRH74672	3405	0
1	3692399	3696760	KRH74673	141	2
1	3717548	3720581	KRH74675	3404	0
1	3738152	3741884	KRH74676	11287	0
1	3755286	3756659	KRH74677	141	2
1	3761748	3762981	KRH74678	141	2
1	3770841	3773093	KRH74679	11286	0
1	3789929	3790606	KRH74680	141	2
1	3791668	3811421	KRH74682	11285	0
1	3817388	3817609	KRH74686	11284	0
1	3821377	3825854	KRH74687	1452	0
1	3860214	3861413	KRH74690	1165	0
1	3865168	3872478	KRH74691	7400	0
1	3916138	3918004	KRH74694	1811	0
1	3922226	3924037	KRH74695	387	1
1	3927491	3927844	KRH74696	387	1
1	3931848	3933221	KRH74697	387	1
1	3946315	3948100	KRH74698	1750	0
1	3957877	3962517	KRH74699	2283	0
1	3971832	3976198	KRH74700	11283	0
1	3986684	3988230	KRH74701	234	0
1	4002360	4005512	KRH74702	1749	0
1	4005744	4011018	KRH74703	1194	0
1	4011644	4013152	KRH74710	11282	0
1	4014621	4016821	KRH74711	230	0
1	4026873	4032291	KRH74712	1650	0
1	4033780	4041344	KRH74713	8862	0
1	4045495	4057535	KRH74716	611	0
1	4092064	4096596	KRH74717	11281	0
1	4115990	4118441	KRH74718	3402	0
1	4130643	4132709	KRH74719	16	0
1	4156739	4160713	KRH74720	11280	0
1	4162465	4166783	KRH74722	313	0
1	4182744	4185349	KRH74724	11279	0
1	4212429	4220941	KRH74726	6679	0
1	4235182	4237298	KRH74727	5915	0
1	4239455	4243315	KRH74729	30	0
1	4256747	4258161	KRH74730	71	0
1	4270598	4275060	KRH74731	11278	0
1	4289457	4295700	KRH74734	1474	0
1	4300332	4302844	KRH74736	10628	0
1	4304713	4310259	KRH74737	4310	0
1	4316464	4321369	KRH74738	546	0
1	4324079	4325876	KRH74739	11277	0
1	4336374	4338196	KRH74740	997	1
1	4341457	4342817	KRH74741	997	1
1	4345723	4347332	KRH74742	997	1
1	4353053	4358969	KRH74743	11276	0
1	4369831	4378842	KRH74745	1267	0
1	4380966	4383169	KRH74746	11275	0
1	4389420	4392033	KRH74747	74	0
1	4392159	4393458	KRH74748	213	1
1	4399103	4402201	KRH74751	401	0
1	4403613	4404643	KRH74753	213	1
1	4420529	4421978	KRH74754	213	1
1	4428651	4434734	KRH74755	2446	0
1	4457128	4461721	KRH74756	3400	0
1	4485002	4490713	KRH74757	11274	0
1	4490538	4496387	KRH74759	5659	0
1	4530106	4532731	KRH74760	86	0
1	4557097	4557489	KRH74762	402	0
1	4559162	4561049	KRH74763	11	0
1	4603561	4610141	KRH74766	1095	0
1	4613542	4618432	KRH74769	3819	0
1	4639203	4643385	KRH74778	10	0
1	4645926	4649577	KRH74780	11273	0
1	4650283	4652980	KRH74781	469	0
1	4664908	4668011	KRH74782	76	0
1	4672042	4677520	KRH74785	11272	0
1	4680672	4682282	KRH74786	11211	0
1	4683289	4687883	KRH74787	2281	0
1	4693924	4694964	KRH74789	1131	0
1	4696767	4697324	KRH74790	932	0
1	4707961	4714222	KRH74791	2703	0
1	4728478	4732303	KRH74797	11271	0
1	4732281	4733326	KRH74799	11270	0
1	4751167	4754842	KRH74802	971	0
1	4755228	4758910	KRH74803	1748	0
1	4772137	4777436	KRH74805	3398	0
1	4828066	4829670	KRH74808	1902	0
1	4844824	4848720	KRH74809	10	0
1	4872768	4876635	KRH74812	4938	0
1	4878446	4884278	KRH74816	3396	0
1	4914070	4915216	KRH74819	4675	0
1	4922421	4924649	KRH74821	86	0
1	4972924	4974140	KRH74824	1159	0
1	4983755	4985423	KRH74825	720	0
1	5023297	5032196	KRH74826	11314	0
1	5060025	5063734	KRH74829	486	0
1	5106053	5107135	KRH74830	4937	0
1	5132710	5135851	KRH74831	11315	0
1	5141370	5144052	KRH74834	433	0
1	5226449	5228845	KRH74835	103	0
1	5242432	5245038	KRH74836	259	0
1	5265956	5271379	KRH74837	11316	0
1	5277237	5281549	KRH74838	2064	0
1	5299765	5300990	KRH74840	3394	0
1	5317206	5321170	KRH74841	1744	0
1	5337434	5338915	KRH74847	456	0
1	5353518	5356554	KRH74848	11317	0
1	5361968	5365535	KRH74849	2909	0
1	5379925	5381406	KRH74850	7343	0
1	5385859	5391055	KRH74853	254	0
1	5448322	5450706	KRH74854	8	0
1	5465664	5469257	KRH74855	13	0
1	5484606	5486622	KRH74856	1249	0
1	5503526	5511806	KRH74857	11320	0
1	5514127	5517339	KRH74859	2446	0
1	5520517	5524259	KRH74860	11319	0
1	5528742	5532260	KRH74861	817	0
1	5549606	5554165	KRH74863	1478	0
1	5559528	5560353	KRH74864	11318	0
1	5585129	5586802	KRH74865	4446	0
1	5596803	5601987	KRH74866	10748	0
1	5615672	5619252	KRH74869	800	1
1	5620361	5624143	KRH74870	452	0
1	5627602	5631187	KRH74871	800	1
1	5659584	5665638	KRH74874	11321	0
1	5668640	5670346	KRH74876	11322	0
1	5680982	5681671	KRH74877	8519	0
1	5681940	5684496	KRH74878	5900	1
1	5695082	5697378	KRH74879	5900	1
1	5710637	5711191	KRH74880	219	0
1	5717569	5719993	KRH74882	175	0
1	5736667	5737599	KRH74883	1833	0
1	5740729	5741566	KRH74884	4826	0
1	5763611	5767687	KRH74885	15	0
1	5802428	5803205	KRH74886	2707	0
1	5814082	5816546	KRH74887	31	0
1	5828540	5829148	KRH74888	281	0
1	5833564	5834341	KRH74889	2533	0
1	5863028	5863825	KRH74890	11323	0
1	5869189	5875883	KRH74891	4394	0
1	5887154	5889544	KRH74892	26	0
1	5937299	5938795	KRH74894	2248	0
1	5945707	5945982	KRH74895	62	0
1	5964467	5969611	KRH74897	11324	0
1	5994189	5997069	KRH74899	3994	0
1	6026181	6027108	KRH74901	2009	1
1	6027753	6027965	KRH74902	2009	1
1	6037670	6039017	KRH74904	3313	0
1	6040337	6040909	KRH74905	223	0
1	6050101	6055660	KRH74906	4334	0
1	6060477	6062256	KRH74907	8	0
1	6084443	6094775	KRH74908	11325	0
1	6104538	6105839	KRH74909	44	0
1	6114439	6115803	KRH74910	3	3
1	6252995	6254510	KRH74911	3	3
1	6280631	6282369	KRH74912	1055	0
1	6298045	6299600	KRH74914	1	0
1	6318111	6319197	KRH74915	3441	0
1	6319418	6320580	KRH74916	5265	0
1	6327782	6335321	KRH74917	5711	0
1	6337006	6343767	KRH74920	11326	0
1	6366733	6370404	KRH74921	11327	0
1	6371600	6378261	KRH74924	347	0
1	6429681	6439422	KRH74933	4439	0
1	6440815	6444119	KRH74935	11328	0
1	6451907	6456395	KRH74937	1271	0
1	6518999	6534157	KRH74938	1966	1
1	6538430	6538971	KRH74939	1966	1
1	6569222	6569868	KRH74940	4006	0
1	6620086	6625502	KRH74941	11329	0
1	6632524	6638087	KRH74942	11330	0
1	6710590	6717720	KRH74943	2701	0
1	6787041	6793340	KRH74946	2005	0
1	6798695	6804187	KRH74948	4681	0
1	6810996	6816225	KRH74950	7	0
1	6835875	6836372	KRH74952	449	0
1	6955912	6957783	KRH74954	888	0
1	6960103	6966624	KRH74956	11331	0
1	6973767	6977347	KRH74964	11332	0
1	6997115	7000465	KRH74965	5735	0
1	7002015	7004894	KRH74968	1364	0
1	7017265	7022777	KRH74969	1608	0
1	7023096	7025153	KRH74979	5726	0
1	7072113	7074464	KRH74980	500	0
1	7093897	7097567	KRH74981	2694	0
1	7108035	7110521	KRH74982	11333	0
1	7113117	7115770	KRH74983	11334	0
1	7122525	7123323	KRH74984	141	0
1	7147570	7149067	KRH74985	136	0
1	7150556	7158924	KRH74986	2693	0
1	7165678	7167174	KRH74988	11335	0
1	7168367	7171683	KRH74991	11336	0
1	7178083	7180147	KRH74994	1	0
1	7212984	7213338	KRH74995	428	0
1	7221416	7222744	KRH74997	5371	0
1	7228693	7231351	KRH74998	1609	0
1	7231999	7234999	KRH75000	11337	0
1	7235777	7238343	KRH75001	139	0
1	7266581	7268146	KRH75002	11338	0
1	7269225	7273861	KRH75003	11339	0
1	7300791	7302992	KRH75004	4433	0
1	7305811	7309451	KRH75005	1806	0
1	7338640	7340052	KRH75006	219	0
1	7345846	7346070	KRH75007	62	0
1	7371207	7379019	KRH75008	7	0
1	7386180	7388755	KRH75014	11125	0
1	7410559	7412709	KRH75015	2506	0
1	7507611	7510385	KRH75016	682	0
1	7525703	7533850	KRH75017	43	1
1	7537464	7539817	KRH75018	43	1
1	7574367	7578581	KRH75019	11340	0
1	7590837	7598362	KRH75022	967	0
1	7601173	7603134	KRH75023	11341	0
1	7616115	7620132	KRH75025	1	0
1	7634185	7637147	KRH75026	1058	0
1	7642485	7646277	KRH75027	203	0
1	7651327	7655874	KRH75029	11342	0
1	7673838	7676281	KRH75030	966	0
1	7686125	7692467	KRH75031	2689	0
1	7722267	7728303	KRH75038	5917	0
1	7775524	7777317	KRH75044	765	1
1	7783981	7784431	KRH75046	1733	0
1	7790857	7792847	KRH75048	765	1
1	7805846	7809582	KRH75049	4175	0
1	7809918	7815312	KRH75054	11343	0
1	7822613	7823026	KRH75057	16	0
1	7832908	7834120	KRH75058	4440	0
1	7834669	7835570	KRH75059	2406	0
1	7880023	7882351	KRH75060	2405	0
1	7890955	7892527	KRH75061	5877	0
1	7923076	7927660	KRH75062	1	5
1	7995614	8000555	KRH75063	765	1
1	8091298	8092694	KRH75064	11344	0
1	8107761	8108300	KRH75065	11	0
1	8113871	8119631	KRH75066	1	5
1	8127582	8132640	KRH75067	8277	0
1	8231077	8232782	KRH75068	5907	0
1	8319096	8320716	KRH75069	59	0
1	8329287	8330293	KRH75070	4017	0
1	8369863	8389521	KRH75071	11345	0
1	8393362	8396017	KRH75073	3033	0
1	8397419	8398861	KRH75077	11346	0
1	8436335	8438675	KRH75078	632	0
1	8450549	8450870	KRH75079	2066	0
1	8451648	8452296	KRH75080	2250	0
1	8459276	8460663	KRH75081	388	0
1	8475357	8504398	KRH75082	5965	0
1	8485070	8486680	KRH75083	802	0
1	8519069	8527465	KRH75084	6068	0
1	8561723	8563024	KRH75086	11347	0
1	8618307	8623564	KRH75087	1909	0
1	8627176	8631264	KRH75089	11348	0
1	8632263	8635842	KRH75090	11349	0
1	8637396	8642317	KRH75093	11350	0
1	8714119	8719741	KRH75095	822	0
1	8770322	8771715	KRH75096	219	0
1	8835683	8836129	KRH75098	1370	0
1	8838772	8840343	KRH75099	1610	0
1	8885316	8889671	KRH75100	1101	0
1	8921298	8924709	KRH75101	1043	0
1	8957074	8960268	KRH75102	11351	0
1	8997438	8998597	KRH75103	3350	0
1	9026588	9028080	KRH75104	1579	0
1	9046661	9047458	KRH75105	1639	0
1	9065973	9068258	KRH75106	11352	0
1	9070531	9090575	KRH75108	11353	0
1	9099890	9104330	KRH75117	47	0
1	9223274	9225348	KRH75120	11354	0
1	9248318	9248605	KRH75121	1748	0
1	9380928	9394254	KRH75123	40	1
1	9497939	9500657	KRH75127	40	1
1	9575621	9579344	KRH75130	287	0
1	9625232	9631021	KRH75132	11355	0
1	9686112	9687201	KRH75133	11356	0
1	9691823	9695967	KRH75134	308	0
1	9824602	9825342	KRH75136	858	0
1	9894560	9895154	KRH75137	1546	0
1	9963895	9968192	KRH75140	11212	0
1	9996063	9998252	KRH75146	11357	0
1	10028909	10034668	KRH75147	2292	0
1	10049643	10051324	KRH75148	1	0
1	10052428	10068760	KRH75149	11	0
1	10070740	10076358	KRH75150	4202	0
1	10080759	10085887	KRH75151	5918	1
1	10100394	10108404	KRH75152	5918	1
1	10106380	10108121	KRH75153	573	0
1	10135311	10140529	KRH75154	141	0
1	10191246	10193108	KRH75156	1916	1
1	10337068	10338889	KRH75157	1916	1
1	10403999	10405863	KRH75159	1916	1
1	10418486	10420607	KRH75160	310	0
1	10550887	10556253	KRH75161	347	0
1	10623940	10629534	KRH75165	11136	0
1	10647632	10648614	KRH75166	5809	0
1	10650262	10650617	KRH75167	4344	0
1	10760980	10762035	KRH75168	216	0
1	10810387	10813383	KRH75169	1640	0
1	10956610	10960136	KRH75172	8623	0
1	10970241	10973414	KRH75174	4234	0
1	10986761	10987729	KRH75175	5	0
1	11025006	11025385	KRH75176	590	0
1	11026341	11029542	KRH75177	70	0
1	11103294	11104972	KRH75178	11358	0
1	11213067	11214766	KRH75180	3	0
1	11249529	11256939	KRH75181	3927	0
1	11288738	11297869	KRH75182	2718	0
1	11335559	11337504	KRH75183	1916	0
1	11346296	11349027	KRH75185	139	0
1	11402860	11405432	KRH75188	4905	0
1	11500572	11504253	KRH75189	30	0
1	11533028	11539379	KRH75191	11359	0
1	11591579	11592257	KRH75196	4344	0
1	11596633	11597523	KRH75197	11205	0
1	11711747	11712782	KRH75199	1615	0
1	11723968	11724910	KRH75200	11361	0
1	11731923	11737927	KRH75202	2331	0
1	11774848	11775318	KRH75206	11362	0
1	11786993	11788006	KRH75207	7877	0
1	11919484	11920076	KRH75208	14	0
1	11957903	11958314	KRH75209	1388	1
1	11974212	11975335	KRH75210	1388	1
1	12014784	12021265	KRH75211	5390	0
1	12043951	12055600	KRH75213	3610	0
1	12565120	12574310	KRH75216	11364	0
1	12583618	12590469	KRH75218	5	0
1	12624555	12626877	KRH75219	5123	0
1	12633252	12633672	KRH75220	5872	0
1	12633908	12634417	KRH75221	189	0
1	12779638	12781015	KRH75222	3795	0
1	12795347	12796996	KRH75223	11	0
1	12797994	12800081	KRH75224	1	7
1	12899195	12902071	KRH75226	3499	0
1	12950811	12956026	KRH75229	51	0
1	13043688	13045222	KRH75230	882	0
1	13080584	13081005	KRH75231	97	0
1	13103972	13105509	KRH75233	11365	0
1	13130199	13135654	KRH75236	1	7
1	13295852	13299564	KRH75237	5044	0
1	13341778	13344853	KRH75238	1773	1
1	13344929	13357815	KRH75239	1773	1
1	13391747	13392818	KRH75240	5866	0
1	13398591	13403356	KRH75241	3318	0
1	13438726	13439823	KRH75242	1380	0
1	13441690	13443203	KRH75243	3731	0
1	13455686	13456887	KRH75244	1421	0
1	13457220	13463073	KRH75245	5694	0
1	13466522	13467145	KRH75246	118	0
1	13868866	13874760	KRH75247	4392	0
1	14035972	14036303	KRH75248	1752	0
1	14051209	14097536	KRH75252	2655	0
1	14194691	14207982	KRH75256	9771	0
1	14209213	14211340	KRH75257	5615	0
1	14446411	14448213	KRH75258	1	8
1	14448653	14450534	KRH75259	1	8
1	14564770	14565756	KRH75260	5122	0
1	14637737	14679020	KRH75261	9992	0
1	14771645	14772739	KRH75266	2	0
1	14777422	14777816	KRH75267	5681	0
1	15372583	15376232	KRH75269	4312	0
1	15586842	15588603	KRH75275	147	0
1	16519712	16547302	KRH75276	5979	0
1	16595728	16598220	KRH75278	348	0
1	16645630	16648936	KRH75279	5978	0
1	16817206	16817747	KRH75280	2640	1
1	16827395	16828321	KRH75281	1860	0
1	16835215	16837297	KRH75282	2640	1
1	16872442	16890182	KRH75283	2640	1
1	17024109	17025126	KRH75285	533	0
