geneA	geneB	tag_id	startA	endA	strandA	startB	endB	strandB	orientation
KRH75931	KRH75937	42_TAG1	40784231	40793131	1	40805269	40807834	1	tandem
KRH75931	KRH75938	42_TAG1	40784231	40793131	1	40826050	40838828	1	tandem
KRH75931	KRH75939	42_TAG1	40784231	40793131	1	40859920	40890833	1	tandem
KRH75936	KRH75937	42_TAG1	40803098	40803482	1	40805269	40807834	1	tandem
KRH75936	KRH75938	42_TAG1	40803098	40803482	1	40826050	40838828	1	tandem
KRH75936	KRH75939	42_TAG1	40803098	40803482	1	40859920	40890833	1	tandem
KRH75937	KRH75938	42_TAG1	40805269	40807834	1	40826050	40838828	1	tandem
KRH75937	KRH75939	42_TAG1	40805269	40807834	1	40859920	40890833	1	tandem
KRH75938	KRH75939	42_TAG1	40826050	40838828	1	40859920	40890833	1	tandem
KRH75951	KRH75952	1172_TAG2	41191210	41191991	-1	41197286	41198586	-1	tandem
KRH75954	KRH75955	122_TAG1	41270756	41274625	1	41290458	41293816	1	tandem
KRH76015	KRH76019	879_TAG1	43072174	43076075	1	43107332	43111390	1	tandem
KRH76023	KRH76026	91_TAG1	43315015	43319760	-1	43394156	43403339	-1	tandem
KRH76034	KRH76036	749_TAG1	43477093	43480432	-1	43506639	43510355	-1	tandem
KRH76040	KRH76041	90_TAG1	43570466	43571606	1	43597983	43598827	1	tandem
KRH76045	KRH76047	90_TAG2	43712979	43713852	1	43806805	43807905	1	tandem
KRH76045	KRH76049	90_TAG2	43712979	43713852	1	43890357	43891777	1	tandem
KRH76047	KRH76049	90_TAG2	43806805	43807905	1	43890357	43891777	1	tandem
KRH76060	KRH76064	4341_TAG1	44081416	44085511	-1	44104248	44108569	-1	tandem
KRH76071	KRH76072	2313_TAG1	44260979	44263149	1	44287286	44289554	1	tandem
KRH76083	KRH76084	750_TAG1	44435956	44439864	-1	44470678	44472260	-1	tandem
KRH76083	KRH76085	750_TAG1	44435956	44439864	-1	44486224	44488395	-1	tandem
KRH76084	KRH76085	750_TAG1	44470678	44472260	-1	44486224	44488395	-1	tandem
KRH76088	KRH76091	24_TAG1	44585651	44587706	1	44650078	44652586	1	tandem
KRH76142	KRH76143	1986_TAG1	45575175	45583810	1	45576740	45580929	1	tandem
KRH76184	KRH76188	77_TAG1	46433818	46438059	-1	46517589	46519892	-1	tandem
KRH76184	KRH76189	77_TAG1	46433818	46438059	-1	46542648	46544665	1	divergent
KRH76188	KRH76189	77_TAG1	46517589	46519892	-1	46542648	46544665	1	divergent
KRH76196	KRH76197	4340_TAG1	46619742	46620640	-1	46658152	46658616	-1	tandem
KRH76214	KRH76215	4339_TAG1	46787249	46789072	-1	46801922	46805707	-1	tandem
KRH76236	KRH76240	499_TAG1	47030015	47030266	-1	47204113	47204544	-1	tandem
KRH76236	KRH76241	499_TAG1	47030015	47030266	-1	47207937	47208353	-1	tandem
KRH76236	KRH76242	499_TAG1	47030015	47030266	-1	47243142	47243558	-1	tandem
KRH76236	KRH76244	499_TAG1	47030015	47030266	-1	47309334	47309968	1	divergent
KRH76236	KRH76246	499_TAG1	47030015	47030266	-1	47350285	47350924	1	divergent
KRH76236	KRH76253	499_TAG1	47030015	47030266	-1	47416824	47417480	-1	tandem
KRH76236	KRH76254	499_TAG1	47030015	47030266	-1	47419675	47420109	-1	tandem
KRH76236	KRH76255	499_TAG1	47030015	47030266	-1	47442336	47442692	-1	tandem
KRH76236	KRH76260	499_TAG1	47030015	47030266	-1	47569660	47570091	1	divergent
KRH76240	KRH76241	499_TAG1	47204113	47204544	-1	47207937	47208353	-1	tandem
KRH76240	KRH76242	499_TAG1	47204113	47204544	-1	47243142	47243558	-1	tandem
KRH76240	KRH76244	499_TAG1	47204113	47204544	-1	47309334	47309968	1	divergent
KRH76240	KRH76246	499_TAG1	47204113	47204544	-1	47350285	47350924	1	divergent
KRH76240	KRH76253	499_TAG1	47204113	47204544	-1	47416824	47417480	-1	tandem
KRH76240	KRH76254	499_TAG1	47204113	47204544	-1	47419675	47420109	-1	tandem
KRH76240	KRH76255	499_TAG1	47204113	47204544	-1	47442336	47442692	-1	tandem
KRH76240	KRH76260	499_TAG1	47204113	47204544	-1	47569660	47570091	1	divergent
KRH76241	KRH76242	499_TAG1	47207937	47208353	-1	47243142	47243558	-1	tandem
KRH76241	KRH76244	499_TAG1	47207937	47208353	-1	47309334	47309968	1	divergent
KRH76241	KRH76246	499_TAG1	47207937	47208353	-1	47350285	47350924	1	divergent
KRH76241	KRH76253	499_TAG1	47207937	47208353	-1	47416824	47417480	-1	tandem
KRH76241	KRH76254	499_TAG1	47207937	47208353	-1	47419675	47420109	-1	tandem
KRH76241	KRH76255	499_TAG1	47207937	47208353	-1	47442336	47442692	-1	tandem
KRH76241	KRH76260	499_TAG1	47207937	47208353	-1	47569660	47570091	1	divergent
KRH76242	KRH76244	499_TAG1	47243142	47243558	-1	47309334	47309968	1	divergent
KRH76242	KRH76246	499_TAG1	47243142	47243558	-1	47350285	47350924	1	divergent
KRH76242	KRH76253	499_TAG1	47243142	47243558	-1	47416824	47417480	-1	tandem
KRH76242	KRH76254	499_TAG1	47243142	47243558	-1	47419675	47420109	-1	tandem
KRH76242	KRH76255	499_TAG1	47243142	47243558	-1	47442336	47442692	-1	tandem
KRH76242	KRH76260	499_TAG1	47243142	47243558	-1	47569660	47570091	1	divergent
KRH76244	KRH76246	499_TAG1	47309334	47309968	1	47350285	47350924	1	tandem
KRH76244	KRH76253	499_TAG1	47309334	47309968	1	47416824	47417480	-1	convergent
KRH76244	KRH76254	499_TAG1	47309334	47309968	1	47419675	47420109	-1	convergent
KRH76244	KRH76255	499_TAG1	47309334	47309968	1	47442336	47442692	-1	convergent
KRH76244	KRH76260	499_TAG1	47309334	47309968	1	47569660	47570091	1	tandem
KRH76246	KRH76253	499_TAG1	47350285	47350924	1	47416824	47417480	-1	convergent
KRH76246	KRH76254	499_TAG1	47350285	47350924	1	47419675	47420109	-1	convergent
KRH76246	KRH76255	499_TAG1	47350285	47350924	1	47442336	47442692	-1	convergent
KRH76246	KRH76260	499_TAG1	47350285	47350924	1	47569660	47570091	1	tandem
KRH76253	KRH76254	499_TAG1	47416824	47417480	-1	47419675	47420109	-1	tandem
KRH76253	KRH76255	499_TAG1	47416824	47417480	-1	47442336	47442692	-1	tandem
KRH76253	KRH76260	499_TAG1	47416824	47417480	-1	47569660	47570091	1	divergent
KRH76254	KRH76255	499_TAG1	47419675	47420109	-1	47442336	47442692	-1	tandem
KRH76254	KRH76260	499_TAG1	47419675	47420109	-1	47569660	47570091	1	divergent
KRH76255	KRH76260	499_TAG1	47442336	47442692	-1	47569660	47570091	1	divergent
KRH76281	KRH76282	18_TAG2	47752470	47757620	-1	47782559	47787461	1	divergent
KRH76343	KRH76344	1289_TAG1	48381607	48383633	1	48383966	48388062	1	tandem
KRH76412	KRH76413	4271_TAG1	48784527	48785890	-1	48787223	48787552	1	divergent
KRH76430	KRH76431	439_TAG2	48919677	48920849	-1	48920898	48923219	-1	tandem
KRH76480	KRH76481	1413_TAG1	49292318	49294673	1	49298763	49301666	1	tandem
KRH76556	KRH76558	485_TAG1	49855736	49858284	-1	49858435	49858933	-1	tandem
KRH76565	KRH76567	778_TAG1	49891600	49892567	1	49903403	49904459	1	tandem
KRH76565	KRH76568	778_TAG1	49891600	49892567	1	49907842	49908717	1	tandem
KRH76565	KRH76569	778_TAG1	49891600	49892567	1	49910918	49911994	1	tandem
KRH76567	KRH76568	778_TAG1	49903403	49904459	1	49907842	49908717	1	tandem
KRH76567	KRH76569	778_TAG1	49903403	49904459	1	49910918	49911994	1	tandem
KRH76568	KRH76569	778_TAG1	49907842	49908717	1	49910918	49911994	1	tandem
KRH76586	KRH76587	3728_TAG1	49994803	49998996	-1	50000654	50003984	-1	tandem
KRH76636	KRH76637	507_TAG1	50211479	50215316	1	50218086	50222144	1	tandem
KRH76648	KRH76650	45_TAG1	50285622	50287921	-1	50304936	50307136	-1	tandem
KRH76648	KRH76653	45_TAG1	50285622	50287921	-1	50323085	50323932	-1	tandem
KRH76650	KRH76653	45_TAG1	50304936	50307136	-1	50323085	50323932	-1	tandem
KRH76698	KRH76699	4233_TAG1	50639559	50646352	1	50650509	50654660	1	tandem
KRH76759	KRH76760	344_TAG1	50980073	50982344	-1	51006487	51012441	-1	tandem
KRH76759	KRH76762	344_TAG1	50980073	50982344	-1	51015925	51018163	-1	tandem
KRH76759	KRH76763	344_TAG1	50980073	50982344	-1	51020047	51025420	-1	tandem
KRH76760	KRH76762	344_TAG1	51006487	51012441	-1	51015925	51018163	-1	tandem
KRH76760	KRH76763	344_TAG1	51006487	51012441	-1	51020047	51025420	-1	tandem
KRH76762	KRH76763	344_TAG1	51015925	51018163	-1	51020047	51025420	-1	tandem
KRH76772	KRH76773	56_TAG2	51045598	51048323	-1	51051702	51054330	-1	tandem
KRH76787	KRH76789	271_TAG1	51129486	51132059	1	51133848	51137248	1	tandem
KRH76886	KRH76887	23_TAG1	51530823	51533307	-1	51538082	51540147	-1	tandem
KRH76886	KRH76888	23_TAG1	51530823	51533307	-1	51542408	51545526	-1	tandem
KRH76886	KRH76889	23_TAG1	51530823	51533307	-1	51552478	51554588	-1	tandem
KRH76887	KRH76888	23_TAG1	51538082	51540147	-1	51542408	51545526	-1	tandem
KRH76887	KRH76889	23_TAG1	51538082	51540147	-1	51552478	51554588	-1	tandem
KRH76888	KRH76889	23_TAG1	51542408	51545526	-1	51552478	51554588	-1	tandem
KRH76922	KRH76923	119_TAG2	51750226	51752479	1	51764341	51771081	1	tandem
KRH76939	KRH76940	383_TAG1	51854594	51858269	1	51859784	51864541	1	tandem
KRH77010	KRH77011	932_TAG3	52221313	52222251	1	52232346	52233185	1	tandem
KRH77196	KRH77197	5686_TAG1	53216061	53218727	-1	53217977	53218534	-1	tandem
KRH77244	KRH77245	1215_TAG1	53477407	53478941	1	53479249	53481181	1	tandem
KRH77250	KRH77251	2422_TAG1	53493684	53494098	-1	53494902	53498059	-1	tandem
KRH77257	KRH77258	877_TAG1	53513956	53517572	-1	53518552	53522189	-1	tandem
KRH77261	KRH77262	114_TAG2	53555426	53555962	-1	53556065	53557673	-1	tandem
KRH77320	KRH77322	1595_TAG1	53862311	53865063	-1	53864531	53873823	1	divergent
KRH77320	KRH77321	1595_TAG1	53862311	53865063	-1	53866309	53869264	-1	tandem
KRH77322	KRH77321	1595_TAG1	53864531	53873823	1	53866309	53869264	-1	convergent
KRH77323	KRH77324	2_TAG7	53876576	53878093	-1	53889101	53889948	1	divergent
KRH77325	KRH77326	349_TAG1	53894237	53896068	1	53896480	53901305	1	tandem
KRH77361	KRH77362	4221_TAG1	54080104	54087487	1	54093282	54101201	1	tandem
KRH77446	KRH77447	906_TAG1	54504348	54506591	1	54510472	54512920	1	tandem
KRH77468	KRH77469	276_TAG3	54579823	54585550	1	54590283	54590793	1	tandem
KRH77468	KRH77470	276_TAG3	54579823	54585550	1	54594741	54597954	1	tandem
KRH77469	KRH77470	276_TAG3	54590283	54590793	1	54594741	54597954	1	tandem
KRH77483	KRH77484	2_TAG8	54666537	54675840	-1	54680837	54681388	-1	tandem
KRH77506	KRH77507	2563_TAG1	54781496	54783061	1	54785135	54786700	1	tandem
KRH77528	KRH77529	1060_TAG1	54869884	54874793	1	54880021	54887792	1	tandem
KRH77533	KRH77534	297_TAG1	54898360	54899711	1	54901152	54901625	1	tandem
KRH77548	KRH77549	1644_TAG1	54946786	54948146	1	54950150	54954751	1	tandem
KRH77552	KRH77554	468_TAG1	54964716	54968554	1	54969439	54970973	1	tandem
KRH77721	KRH77722	2559_TAG1	55754712	55756078	-1	55763375	55765262	-1	tandem
KRH77737	KRH77739	2_TAG11	55815819	55816430	-1	55832173	55832727	1	divergent
KRH77756	KRH77757	376_TAG2	55877117	55879265	-1	55881376	55883143	-1	tandem
KRH77764	KRH77765	1532_TAG1	55927523	55930592	1	55931212	55936773	1	tandem
KRH77858	KRH77859	1417_TAG1	56263630	56270645	-1	56272306	56280098	-1	tandem
KRH77873	KRH77874	1004_TAG1	56350417	56352160	-1	56355835	56357023	-1	tandem
KRH77873	KRH77875	1004_TAG1	56350417	56352160	-1	56359933	56361479	1	divergent
KRH77873	KRH77876	1004_TAG1	56350417	56352160	-1	56366844	56368625	1	divergent
KRH77874	KRH77875	1004_TAG1	56355835	56357023	-1	56359933	56361479	1	divergent
KRH77874	KRH77876	1004_TAG1	56355835	56357023	-1	56366844	56368625	1	divergent
KRH77875	KRH77876	1004_TAG1	56359933	56361479	1	56366844	56368625	1	tandem
KRH77903	KRH77904	4_TAG4	56449419	56452248	1	56454917	56458951	1	tandem
KRH77903	KRH77907	4_TAG4	56449419	56452248	1	56460233	56463499	1	tandem
KRH77904	KRH77907	4_TAG4	56454917	56458951	1	56460233	56463499	1	tandem
KRH77983	KRH77985	1441_TAG1	56796545	56798082	-1	56815197	56824566	-1	tandem
KRH31619	KRH31620	4669_TAG1	104625	114623	1	122421	132370	1	tandem
KRH31688	KRH31689	464_TAG1	535249	541722	1	545269	550554	1	tandem
KRH31709	KRH31710	2_TAG13	687091	688165	-1	700535	701388	-1	tandem
KRH31717	KRH31719	66_TAG1	731168	734331	-1	742509	745327	-1	tandem
KRH31742	KRH31745	790_TAG1	899850	901352	1	909707	910794	-1	convergent
KRH31759	KRH31760	3_TAG12	976000	977159	1	983901	985551	1	tandem
KRH31847	KRH31849	872_TAG2	1467332	1469442	-1	1471429	1474823	-1	tandem
KRH31851	KRH31852	5715_TAG1	1481938	1483248	1	1485141	1486020	1	tandem
KRH31859	KRH31860	731_TAG1	1527310	1528631	1	1531465	1532660	1	tandem
KRH31895	KRH31896	356_TAG1	1665415	1677518	-1	1681918	1697471	-1	tandem
KRH31910	KRH31911	1027_TAG1	1782653	1786135	1	1788367	1792863	1	tandem
KRH31915	KRH31916	110_TAG1	1808789	1810391	-1	1815784	1816071	-1	tandem
KRH31915	KRH31917	110_TAG1	1808789	1810391	-1	1822877	1823688	-1	tandem
KRH31915	KRH31918	110_TAG1	1808789	1810391	-1	1834055	1834886	1	divergent
KRH31915	KRH31919	110_TAG1	1808789	1810391	-1	1844856	1845641	1	divergent
KRH31916	KRH31917	110_TAG1	1815784	1816071	-1	1822877	1823688	-1	tandem
KRH31916	KRH31918	110_TAG1	1815784	1816071	-1	1834055	1834886	1	divergent
KRH31916	KRH31919	110_TAG1	1815784	1816071	-1	1844856	1845641	1	divergent
KRH31917	KRH31918	110_TAG1	1822877	1823688	-1	1834055	1834886	1	divergent
KRH31917	KRH31919	110_TAG1	1822877	1823688	-1	1844856	1845641	1	divergent
KRH31918	KRH31919	110_TAG1	1834055	1834886	1	1844856	1845641	1	tandem
KRH32076	KRH32077	574_TAG2	2662465	2662893	1	2664333	2665643	1	tandem
KRH32098	KRH32099	71_TAG5	2768241	2770339	-1	2784976	2788133	1	divergent
KRH32155	KRH32157	18_TAG4	3045331	3046792	1	3054298	3055807	-1	convergent
KRH32175	KRH32176	2_TAG15	3159758	3160171	1	3167324	3167845	1	tandem
KRH32175	KRH32179	2_TAG15	3159758	3160171	1	3209898	3210802	-1	convergent
KRH32175	KRH32180	2_TAG15	3159758	3160171	1	3219874	3221302	1	tandem
KRH32176	KRH32179	2_TAG15	3167324	3167845	1	3209898	3210802	-1	convergent
KRH32176	KRH32180	2_TAG15	3167324	3167845	1	3219874	3221302	1	tandem
KRH32179	KRH32180	2_TAG15	3209898	3210802	-1	3219874	3221302	1	divergent
KRH32202	KRH32203	5060_TAG1	3394443	3395342	-1	3395894	3397098	-1	tandem
KRH32263	KRH32265	1065_TAG1	3654431	3661105	1	3661764	3663341	1	tandem
KRH32263	KRH32267	1065_TAG1	3654431	3661105	1	3664084	3666588	1	tandem
KRH32265	KRH32267	1065_TAG1	3661764	3663341	1	3664084	3666588	1	tandem
KRH32277	KRH32278	4105_TAG1	3754835	3756545	-1	3759094	3760819	-1	tandem
KRH32295	KRH32296	1667_TAG1	3885418	3887963	1	3904247	3906552	1	tandem
KRH32333	KRH32334	514_TAG1	4034799	4035293	-1	4036736	4037634	-1	tandem
KRH32333	KRH32335	514_TAG1	4034799	4035293	-1	4040116	4040940	-1	tandem
KRH32334	KRH32335	514_TAG1	4036736	4037634	-1	4040116	4040940	-1	tandem
KRH32355	KRH32356	1302_TAG1	4167531	4169125	1	4191944	4194379	1	tandem
KRH32515	KRH32517	170_TAG1	5085886	5086209	1	5110345	5110746	1	tandem
KRH32515	KRH32518	170_TAG1	5085886	5086209	1	5126869	5127404	1	tandem
KRH32515	KRH32519	170_TAG1	5085886	5086209	1	5134446	5135252	1	tandem
KRH32515	KRH32521	170_TAG1	5085886	5086209	1	5139913	5140707	1	tandem
KRH32515	KRH32522	170_TAG1	5085886	5086209	1	5147278	5147955	1	tandem
KRH32515	KRH32523	170_TAG1	5085886	5086209	1	5150553	5150882	1	tandem
KRH32515	KRH32524	170_TAG1	5085886	5086209	1	5156657	5161542	1	tandem
KRH32515	KRH32525	170_TAG1	5085886	5086209	1	5167019	5167920	1	tandem
KRH32517	KRH32518	170_TAG1	5110345	5110746	1	5126869	5127404	1	tandem
KRH32517	KRH32519	170_TAG1	5110345	5110746	1	5134446	5135252	1	tandem
KRH32517	KRH32521	170_TAG1	5110345	5110746	1	5139913	5140707	1	tandem
KRH32517	KRH32522	170_TAG1	5110345	5110746	1	5147278	5147955	1	tandem
KRH32517	KRH32523	170_TAG1	5110345	5110746	1	5150553	5150882	1	tandem
