Peptide_ID	Is_TAG
KRH76284	False
KRG89687	False
KRG90298	True
KRG94515	False
KRG98930	False
KRG99227	True
KRH04589	True
KRH04615	False
KRH05262	False
KRH07838	False
KRH12346	False
KRH12611	True
KRH12724	True
KRH12730	True
KRH13112	False
KRH16046	True
KRH17597	True
KRH18676	True
KRH25667	True
KRH25695	False
KRH32834	True
KRH33533	False
KRH37352	False
KRH38310	False
KRH45001	True
KRH48869	False
KRH49481	False
KRH50489	False
KRH54878	False
KRH62546	True
KRH63187	True
KRH63217	True
KRH63349	False
KRH65443	True
KRH66072	False
KRH66243	False
KRH66286	False
KRH71655	True
KRH71832	False
KRH71855	False
KRH71969	False
KRH75066	True
KRH75236	True
KRH75727	False
KRG89446	False
KRG89989	False
KRG90310	True
KRG94100	True
KRG94118	True
KRG94315	False
KRG99403	True
KRH00158	True
KRH04542	False
KRH04817	False
KRH05123	True
KRH12831	True
KRH12967	False
KRH13499	True
KRH13500	True
KRH13501	True
KRH15775	True
KRH16248	True
KRH17727	False
KRH18860	False
KRH26233	True
KRH26314	True
KRH26479	True
KRH32752	True
KRH33047	True
KRH33223	True
KRH33328	False
KRH33408	True
KRH37658	False
KRH45474	True
KRH48237	False
KRH49607	False
KRH54626	True
KRH54815	True
KRH55139	True
KRH57510	True
KRH57698	True
KRH57928	True
KRH63535	True
KRH65833	False
KRH72080	True
KRH74914	False
KRH75025	False
KRH75324	False
KRH75453	True
KRG89754	False
KRG94629	False
KRG98831	True
KRH13595	False
KRH15773	True
KRH18683	True
KRH25411	False
KRH32686	True
KRH33575	False
KRH45005	True
KRH45373	False
KRH54803	True
KRH55088	True
KRH57697	True
KRH57808	False
KRH57900	True
KRH66128	True
KRH66444	True
KRH72079	True
KRH72718	False
KRH74322	False
KRH75062	True
KRG88852	False
KRH33399	True
KRH62795	False
KRG94211	True
KRH76044	True
KRH00157	True
KRH07974	True
KRH30654	False
KRH49783	True
KRH55073	True
KRH55140	True
KRH65425	True
KRG90299	True
KRH07893	True
KRH17908	True
KRH38259	True
KRH66313	True
KRH75450	True
KRH16748	True
KRH30546	False
KRH55074	True
KRH13427	False
KRH37450	False
KRH38258	True
KRH30314	False
KRH32832	True
KRH66198	False
KRH04953	False
KRG94576	False
KRH48940	False
KRH50785	False
KRH62866	False
KRH38188	True
KRG91682	False
KRG98699	False
KRH07295	False
KRH10927	True
KRH12207	True
KRH12208	True
KRH21384	True
KRH22040	False
KRH26242	False
KRH27281	False
KRH37226	True
KRH37227	True
KRH55195	False
KRH59504	False
KRH59733	False
KRH64119	False
KRH66264	False
KRH67368	True
KRH77640	True
KRG89549	False
KRG90130	True
KRG91437	True
KRG92185	True
KRG92191	True
KRG92309	True
KRG92310	True
KRG92311	True
KRG94719	False
KRG94843	False
KRG95655	True
KRG97126	False
KRG97594	False
KRH01077	True
KRH01504	False
KRH02578	False
KRH03696	False
KRH03847	False
KRH04191	True
KRH04555	False
KRH04888	False
KRH05157	False
KRH05316	False
KRH05892	False
KRH06263	False
KRH06790	False
KRH06816	False
KRH08410	True
KRH08660	False
KRH10926	True
KRH10962	True
KRH11052	False
KRH12576	False
KRH14334	False
KRH14906	False
KRH15125	False
KRH15790	False
KRH16287	False
KRH16305	False
KRH16554	False
KRH16699	False
KRH18134	False
KRH18775	False
KRH18890	False
KRH19352	False
KRH19548	True
KRH19550	True
KRH19551	True
KRH19553	True
KRH20262	False
KRH21338	True
KRH21385	True
KRH22495	False
KRH25541	False
KRH25634	False
KRH26854	False
KRH26929	False
KRH27850	True
KRH27859	True
KRH28164	True
KRH28165	True
KRH31278	False
KRH31709	True
KRH31710	True
KRH32582	False
KRH33376	True
KRH34483	True
KRH34484	True
KRH34485	True
KRH34596	True
KRH35113	False
KRH35383	True
KRH37228	True
KRH43212	False
KRH43369	False
KRH44298	False
KRH44513	True
KRH45195	False
KRH46237	False
KRH47233	False
KRH47694	False
KRH48263	False
KRH48809	True
KRH50274	False
KRH51773	False
KRH52446	False
KRH52747	False
KRH53092	False
KRH54960	False
KRH55920	False
KRH56072	False
KRH56725	False
KRH57483	True
KRH57917	False
KRH59367	False
KRH62069	False
KRH62373	False
KRH62994	False
KRH64510	False
KRH64708	False
KRH65161	False
KRH66522	True
KRH66594	False
KRH67315	False
KRH68876	False
KRH69017	False
KRH69639	False
KRH70063	True
KRH70269	False
KRH71142	False
KRH73245	False
KRH73332	False
KRH73797	False
KRH74517	False
KRH77034	False
KRH77324	True
KRG90129	True
KRG91438	True
KRG92180	True
KRG93713	True
KRG95297	False
KRG95653	True
KRG96472	False
KRG97290	False
KRG99434	False
KRH00328	False
KRH01075	True
KRH01076	True
KRH03987	True
KRH04192	True
KRH05258	False
KRH06455	False
KRH08427	True
KRH09737	False
KRH11206	False
KRH15713	False
KRH19547	True
KRH19552	True
KRH20038	True
KRH21045	False
KRH25441	False
KRH27792	True
KRH31850	False
KRH32176	True
KRH32179	True
KRH32669	True
KRH33104	False
KRH33374	True
KRH34607	True
KRH35382	True
KRH37061	False
KRH38616	False
KRH40171	False
KRH41287	False
KRH41516	False
KRH41627	False
KRH44444	False
KRH44522	True
KRH45546	False
KRH47461	False
KRH47897	False
KRH48811	True
KRH49463	False
KRH50097	False
KRH57484	True
KRH60010	False
KRH60230	False
KRH61615	False
KRH61776	False
KRH66525	True
KRH66526	True
KRH66529	True
KRH66531	True
KRH66532	True
KRH66977	False
KRH67370	True
KRH67371	True
KRH69130	False
KRH69270	False
KRH71963	False
KRH77483	True
KRH77737	True
KRH77739	True
KRG93579	False
KRG95654	True
KRG95657	True
KRG96148	False
KRG97053	False
KRG97200	False
KRH01227	False
KRH03986	True
KRH09667	False
KRH10026	False
KRH10963	True
KRH12100	False
KRH14926	False
KRH17205	False
KRH18447	False
KRH19549	True
KRH20037	True
KRH21337	True
KRH22409	False
KRH23632	False
KRH32175	True
KRH32180	True
KRH32668	True
KRH35019	False
KRH40027	False
KRH45585	False
KRH47384	True
KRH48815	True
KRH52283	False
KRH52366	False
KRH53825	False
KRH55997	False
KRH61095	False
KRH61698	False
KRH63877	True
KRH63879	True
KRH66533	True
KRH67369	True
KRH67858	False
KRH68923	False
KRH70088	True
KRH72836	False
KRH73281	False
KRH75266	False
KRH77323	True
KRH15388	False
KRH27803	True
KRH54084	False
KRH61331	False
KRH77755	True
KRG92510	False
KRH04169	False
KRH05653	False
KRH09144	False
KRH15980	False
KRH22718	False
KRH23417	False
KRH25177	False
KRH26586	True
KRH26588	True
KRH28146	True
KRH30499	False
KRH47397	True
KRH48751	False
KRH52029	False
KRH53214	False
KRH57257	True
KRH76350	False
KRH77484	True
KRH06691	False
KRH08506	False
KRH53432	False
KRH57258	True
KRH70168	False
KRG93709	True
KRH09916	False
KRH12836	False
KRH45263	False
KRH75373	False
KRH77624	True
KRG91757	False
KRH14810	False
KRH28439	False
KRH37533	False
KRH39361	False
KRH57459	False
KRH66523	True
KRH63038	False
KRH22264	False
KRG88657	False
KRG89571	False
KRG89764	True
KRG89766	True
KRG90311	False
KRG90431	False
KRG90844	False
KRG91501	True
KRG91990	True
KRG92245	False
KRG92419	False
KRG93460	False
KRG93563	True
KRG94090	True
KRG94092	True
KRG94424	True
KRG94429	True
KRG96025	False
KRG96561	True
KRG96563	True
KRG96619	False
KRG96660	False
KRG97042	False
KRG97208	False
KRG97314	False
KRG98401	False
KRH00050	False
KRH00706	False
KRH01168	False
KRH01207	True
KRH01217	True
KRH02323	False
KRH02414	False
KRH02634	False
KRH02902	False
KRH03235	False
KRH03474	False
KRH03766	False
KRH04009	False
KRH04452	False
KRH06175	True
KRH06177	True
KRH06443	False
KRH07477	False
KRH09018	False
KRH10036	False
KRH10743	False
KRH11843	False
KRH12579	False
KRH13250	False
KRH13720	False
KRH13791	False
KRH14648	False
KRH15479	True
KRH15488	True
KRH16413	False
KRH17348	False
KRH18112	True
KRH18309	False
KRH18462	False
KRH18536	False
KRH18640	False
KRH18986	False
KRH19274	False
KRH19894	False
KRH19953	False
KRH21585	False
KRH22165	False
KRH22467	True
KRH22481	True
KRH22841	False
KRH24019	False
KRH24301	False
KRH25089	False
KRH25478	True
KRH26521	False
KRH26874	True
KRH26875	True
KRH26879	True
KRH27160	False
KRH27697	False
KRH27893	False
KRH28028	False
KRH29280	False
KRH29300	False
KRH30589	False
KRH30933	False
KRH31704	False
KRH31760	True
KRH31822	False
KRH32183	False
KRH32503	False
KRH32555	False
KRH32749	False
KRH33568	False
KRH34142	False
KRH34387	False
KRH34553	False
KRH35328	True
KRH35934	False
KRH36928	False
KRH38485	False
KRH39173	False
KRH39562	False
KRH40049	True
KRH40058	True
KRH40103	False
KRH40490	False
KRH41018	False
KRH41236	False
KRH41459	False
KRH41941	False
KRH43663	False
KRH43737	False
KRH44125	False
KRH46194	True
KRH46482	False
KRH47101	False
KRH47591	True
KRH47594	True
KRH47884	False
KRH48176	False
KRH48497	False
KRH48761	False
KRH49024	False
KRH49935	False
KRH50565	False
KRH50671	False
KRH50769	False
KRH51400	False
KRH52158	False
KRH53067	False
KRH54016	False
KRH54334	False
KRH54549	False
KRH54938	False
KRH55348	False
KRH56050	True
KRH56057	True
KRH56061	True
KRH56914	False
KRH57123	False
KRH57285	False
KRH57457	True
KRH59965	False
KRH60169	False
KRH60702	False
KRH61462	False
KRH62347	False
KRH62468	False
KRH62709	False
KRH62917	False
KRH63306	False
KRH63348	False
KRH63439	False
KRH63931	False
KRH65099	False
KRH65587	False
KRH67733	False
KRH68241	False
KRH68299	True
KRH68301	True
KRH68350	False
KRH68789	False
KRH68929	False
KRH69136	False
KRH69178	False
KRH69237	False
KRH70776	True
KRH70777	True
KRH70778	True
KRH71019	False
KRH72982	False
KRH73023	False
KRH74186	False
KRH74396	False
KRH74910	True
KRH74911	True
KRH77336	False
KRH77586	False
KRG93751	False
KRG94936	False
KRG98748	False
KRH10204	False
KRH11988	False
KRH20828	False
KRH22574	False
KRH23131	False
KRH24713	False
KRH25461	True
KRH26778	False
KRH27485	False
KRH29717	False
KRH33667	False
KRH34791	True
KRH36402	False
KRH37017	False
KRH45095	False
KRH46196	True
KRH56056	True
KRH56248	False
KRH63612	False
KRH68389	False
KRH75180	False
KRH77781	False
KRG89277	False
KRG91494	True
KRG91991	True
KRG93528	False
KRG93566	True
KRG94012	False
KRG94086	True
KRG97941	False
KRH01212	True
KRH01378	True
KRH01379	True
KRH04166	False
KRH04372	False
KRH07045	False
KRH07188	False
KRH15114	False
KRH17997	False
KRH18478	False
KRH20589	False
KRH22538	False
KRH23019	False
KRH24842	False
KRH25406	False
KRH25458	True
KRH25468	True
KRH26818	False
KRH28144	False
KRH28317	False
KRH31759	True
KRH33726	False
KRH34790	True
KRH35334	True
KRH37834	False
KRH40047	True
KRH40053	True
KRH41648	False
KRH46191	True
KRH50345	False
KRH54481	False
KRH54576	False
KRH56059	True
KRH56060	True
KRH56587	False
KRH57456	True
KRH57616	False
KRH66212	False
KRH69121	False
KRH77168	False
KRG93265	False
KRG96503	False
KRH00082	False
KRH10298	False
KRH12516	False
KRH25459	True
KRH29850	False
KRH33348	False
KRH56058	True
KRH58168	False
KRH60346	False
KRH64960	False
KRH66578	False
KRH77404	False
KRG95664	False
KRH05529	False
KRH18107	True
KRH49229	False
KRH67378	False
KRH27093	False
KRH75688	False
KRH21221	False
KRH27851	False
KRH77639	False
KRG92642	False
KRH22242	True
KRH49797	False
KRH22243	True
KRH40048	True
KRH22480	True
KRH25467	True
KRG88457	False
KRG89538	True
KRG89649	True
KRG89941	True
KRG89990	True
KRG90002	True
KRG90240	False
KRG93663	False
KRG93975	False
KRG94208	True
KRG94209	True
KRG94667	True
KRG98875	False
KRG98961	False
KRG99669	True
KRG99720	True
KRG99750	False
KRH04460	False
KRH04976	True
KRH04978	True
KRH05158	True
KRH05260	False
KRH12533	True
KRH12919	True
KRH12920	True
KRH13008	True
KRH13009	True
KRH13130	True
KRH13251	True
KRH15766	True
KRH16184	False
KRH17943	False
KRH25514	True
KRH25515	True
KRH25636	False
KRH26128	True
KRH26211	True
KRH30073	False
KRH30125	True
KRH33515	True
KRH37637	True
KRH37670	True
KRH37746	True
KRH37747	True
KRH37820	False
KRH38675	True
KRH38677	True
KRH38679	True
KRH38680	True
KRH38681	True
KRH45533	False
KRH49223	False
KRH49282	True
KRH49284	True
KRH49697	False
KRH55038	True
KRH55039	True
KRH55040	True
KRH55709	True
KRH55710	True
KRH55711	True
KRH55712	True
KRH55896	False
KRH57617	True
KRH57618	True
KRH57620	True
KRH57820	False
KRH57943	False
KRH62669	False
KRH62893	False
KRH63305	False
KRH71591	True
KRH71719	False
KRH75175	False
KRH75218	False
KRH75297	True
KRH75481	False
KRH75720	True
KRH75721	True
KRH76206	False
KRG88567	False
KRG88756	False
KRG89537	True
KRG89648	True
KRG89655	True
KRG89656	True
KRG89945	True
KRG89991	True
KRG90003	True
KRG90364	False
KRG93761	False
KRG94122	False
KRG94207	True
KRG94218	True
KRG94666	True
KRG99116	True
KRG99117	True
KRG99118	True
KRG99512	False
KRG99599	False
KRG99662	True
KRG99670	True
KRG99685	False
KRG99721	True
KRG99817	False
KRH04977	True
KRH05159	True
KRH07557	False
KRH08139	False
KRH12547	True
KRH12921	True
KRH13132	True
KRH13207	False
KRH13252	True
KRH15914	True
KRH15915	True
KRH16220	False
KRH16293	True
KRH16294	True
KRH16360	False
KRH17733	False
KRH17893	False
KRH17959	False
KRH25283	False
KRH26089	True
KRH26095	True
KRH26129	True
KRH26130	True
KRH30042	False
KRH30126	True
KRH30731	False
KRH33117	True
KRH33120	True
KRH33514	True
KRH37636	True
KRH37671	True
KRH38163	False
KRH38676	True
KRH38678	True
KRH38727	False
KRH45072	False
KRH45271	False
KRH45715	False
KRH48767	False
KRH48894	False
KRH49283	True
KRH49592	False
KRH49621	False
KRH54679	False
KRH54825	False
KRH54924	False
KRH55131	False
KRH55174	False
KRH55306	True
KRH55707	True
KRH55708	True
KRH57619	True
KRH57873	False
KRH62600	False
KRH62847	False
KRH63153	False
KRH66051	False
KRH66101	False
KRH71590	True
KRH71686	False
KRH72195	False
KRH75296	True
KRH75434	False
KRH75580	False
KRH75680	False
KRH76092	False
KRH26199	True
KRH37884	False
KRH55296	True
KRH75896	False
KRH15767	True
KRG88475	True
KRG88476	True
KRG88477	True
KRG88478	True
KRG88479	True
KRG88480	True
KRG88603	True
KRG88604	True
KRG91926	False
KRH02563	False
KRH04818	False
KRH08093	False
KRH12612	False
KRH16185	False
KRH19368	False
KRH24330	True
KRH24331	True
KRH24332	True
KRH24333	True
KRH24334	True
KRH24335	True
KRH24336	True
KRH24337	True
KRH24338	True
KRH24339	True
KRH24340	True
KRH24341	True
KRH24342	True
KRH24343	True
KRH24344	True
KRH24345	True
KRH24346	True
KRH24349	True
KRH25730	True
KRH25731	True
KRH25733	True
KRH25734	True
KRH25735	True
KRH25737	True
KRH25738	True
KRH25739	True
KRH25742	True
KRH25743	True
KRH25745	True
KRH25746	True
KRH25751	True
KRH25752	True
KRH25754	True
KRH25755	True
KRH25756	True
KRH25758	True
KRH25759	True
KRH25760	True
KRH25761	True
KRH25763	True
KRH25764	True
KRH25912	False
KRH28787	False
KRH34853	False
KRH37551	False
KRH39782	True
KRH39783	True
KRH39784	True
KRH39785	True
KRH39786	True
KRH39787	True
KRH39788	True
KRH39789	True
KRH39791	True
KRH39792	True
KRH39793	True
KRH39794	True
KRH39795	True
KRH39796	True
KRH39797	True
KRH39798	True
KRH39799	True
KRH39800	True
KRH39801	True
KRH39802	True
KRH39803	True
KRH39805	True
KRH39806	True
KRH39807	True
KRH39808	True
KRH39809	True
KRH39810	True
KRH39811	True
KRH39812	True
KRH39813	True
KRH39815	True
KRH43529	True
KRH43530	True
KRH43531	True
KRH43532	True
KRH43533	True
KRH43534	True
KRH44681	True
KRH44682	True
KRH46980	False
KRH51436	True
KRH51437	True
KRH51438	True
KRH51440	True
KRH51441	True
KRH51442	True
KRH51443	True
KRH51444	True
KRH51448	True
KRH51719	False
KRH52631	False
KRH55753	True
KRH55754	True
KRH55755	True
KRH55756	True
KRH55757	True
KRH55758	True
KRH55763	True
KRH55764	True
KRH55765	True
KRH55766	True
KRH55767	True
KRH55772	True
KRH55773	True
KRH55774	True
KRH55775	True
KRH55776	True
KRH55777	True
KRH55778	True
KRH55780	True
KRH55781	True
KRH55782	True
KRH55783	True
KRH55785	True
KRH55786	True
KRH55787	True
KRH55788	True
KRH55789	True
KRH55790	True
KRH55791	True
KRH55792	True
KRH55794	True
KRH55795	True
KRH55796	True
KRH55797	True
KRH55798	True
KRH55799	True
KRH60740	True
KRH60741	True
KRH60742	True
KRH60743	True
KRH60744	True
KRH60745	True
KRH60746	True
KRH60748	True
KRH61056	False
KRH61972	False
KRH65356	False
KRH69796	False
KRH75321	False
KRH76182	False
KRH76667	False
KRH19939	False
KRH39790	True
KRG89575	False
KRG91744	False
KRG91808	False
KRG93526	False
KRG93561	False
KRG94779	True
KRG94783	True
KRG95963	False
KRG98003	False
KRG98971	False
KRH01200	False
KRH01831	False
KRH01889	False
KRH03497	False
KRH04074	False
KRH06738	True
KRH06741	True
KRH08100	False
KRH08465	True
KRH08479	True
KRH09473	False
KRH10810	False
KRH13649	False
KRH13792	False
KRH14512	False
KRH16387	False
KRH16970	False
KRH17271	False
KRH17977	False
KRH18465	False
KRH18479	False
KRH21510	False
KRH22042	False
KRH22137	True
KRH22138	True
KRH22920	False
KRH23801	False
KRH26008	False
KRH26054	True
KRH26056	True
KRH26215	False
KRH26232	False
KRH26398	False
KRH27199	True
KRH27201	True
KRH27280	False
KRH28034	False
KRH28776	False
KRH30885	False
KRH32801	True
KRH32805	True
KRH34662	True
KRH34977	False
KRH35027	False
KRH38928	False
KRH39986	False
KRH40060	False
KRH43624	False
KRH43662	False
KRH43751	False
KRH43817	False
KRH45921	False
KRH46012	False
KRH46853	False
KRH47818	False
KRH49988	False
KRH50570	False
KRH51263	False
KRH51562	False
KRH52643	False
KRH53247	False
KRH53959	False
KRH54575	False
KRH55187	False
KRH55355	True
KRH55357	True
KRH56898	False
KRH57817	False
KRH59618	False
KRH60880	False
KRH62610	False
KRH63309	False
KRH63426	False
KRH63977	False
KRH64668	False
KRH67671	False
KRH69806	False
KRH70122	True
KRH70130	True
KRH70719	False
KRH70773	False
KRH72602	False
KRH72917	False
KRH74854	False
KRH74907	False
KRH76681	False
KRG92124	False
KRH04320	False
KRH06383	False
KRH13825	False
KRH34660	True
KRH53649	False
KRH53893	False
KRH57346	False
KRH58218	False
KRH64275	False
KRH73618	False
KRG95684	False
KRG97235	True
KRG97237	True
KRH23778	False
KRH40024	False
KRH61984	False
KRH41635	False
KRH16201	False
KRH48487	False
KRH56355	False
KRH60340	False
KRH39185	False
KRH67403	False
KRH32193	False
KRG99080	False
KRG68574	True
KRH17748	True
KRH17749	True
KRH17754	True
KRH17758	True
KRH17759	True
KRH17760	True
KRH17761	True
KRH17767	True
KRH17770	True
KRH17771	True
KRH17772	True
KRH17775	True
KRH17776	True
KRH17777	True
KRH17778	True
KRH17779	True
KRH17780	True
KRH17783	True
KRH17785	True
KRH17786	True
KRH17787	True
KRH17788	True
KRH17790	True
KRH17792	True
KRH17793	True
KRH17794	True
KRH17796	True
KRH17797	True
KRH17798	True
KRH17802	True
KRH17803	True
KRH17804	True
KRH17806	True
KRH17807	True
KRH17808	True
KRH17809	True
KRH17810	True
KRH17811	True
KRH17812	True
KRH17816	True
KRH17817	True
KRH17818	True
KRH17819	True
KRH17820	True
KRH17821	True
KRH17823	True
KRH17824	True
KRH17825	True
KRH17826	True
KRH17827	True
KRH17828	True
KRH17829	True
KRH17831	True
KRH17832	True
KRH17833	True
KRH17835	True
KRH17836	True
KRH17837	True
KRH17839	True
KRH17840	True
KRH17841	True
KRH17842	True
KRH17844	True
KRH17847	True
KRH17849	True
KRH17855	True
KRH17857	True
KRH17859	True
KRH17860	True
KRH17862	True
KRH17863	True
KRH17864	True
KRH17865	True
KRH17867	True
KRH17870	True
KRH17871	True
KRH17872	True
KRH17873	True
KRH17874	True
KRG68575	True
KRH17852	True
KRH08791	False
KRH17745	True
KRH17751	True
KRH17753	True
KRH17755	True
KRH17757	True
KRH17762	True
KRH17781	True
KRH17784	True
KRH17799	True
KRH17822	True
KRH17830	True
KRH17845	True
KRH17858	True
KRH17861	True
KRH17866	True
KRH17877	True
KRH17878	True
KRH57743	False
KRH17742	True
KRH17738	True
KRH17739	True
KRH17740	True
KRH17789	True
KRH17791	True
KRH17801	True
KRH17805	True
KRH17850	True
KRH17854	True
KRH17856	True
KRH17879	True
KRH17891	True
KRH17741	True
KRH17800	True
KRH17815	True
KRH25980	True
KRG91166	True
KRG91175	True
KRG91178	True
KRG91180	True
KRG91184	True
KRG91205	True
KRG91209	True
KRG91213	True
KRG97897	False
KRH04270	False
KRH07545	False
KRH10711	True
KRH10712	True
KRH10713	True
KRH10715	True
KRH12941	False
KRH13263	True
KRH13266	True
KRH13268	True
KRH14879	False
KRH20165	False
KRH20606	True
KRH20607	True
KRH21602	True
KRH21605	True
KRH21607	True
KRH21608	True
KRH21609	True
KRH21610	True
KRH21614	True
KRH21618	True
KRH22176	True
KRH22180	True
KRH22490	False
KRH23461	True
KRH25448	False
KRH25975	True
KRH25979	True
KRH25989	True
KRH25991	True
KRH25994	True
KRH26005	True
KRH26010	True
KRH26857	True
KRH26862	True
KRH29992	True
KRH30987	False
KRH35605	True
KRH35608	True
KRH35609	True
KRH35610	True
KRH35614	True
KRH35617	True
KRH38252	False
KRH40622	False
KRH41956	True
KRH41962	True
KRH41964	True
KRH42530	False
KRH43724	True
KRH46706	True
KRH46709	True
KRH46711	True
KRH46712	True
KRH46806	False
KRH49599	False
KRH49924	True
KRH49928	True
KRH55442	True
KRH55457	True
KRH55461	True
KRH55463	True
KRH55468	True
KRH55478	True
KRH56232	False
KRH58623	False
KRH62729	False
KRH62873	False
KRH63347	False
KRH66046	False
KRH74327	False
KRH77904	True
KRH77907	True
KRG91206	True
KRH13073	False
KRH23448	True
KRH26863	True
KRH43723	True
KRH43725	True
KRH55470	True
KRG91172	True
KRH55474	True
KRH13197	False
KRH22174	True
KRH22175	True
KRH25971	True
KRH25986	True
KRH26000	True
KRH35621	True
KRH55466	True
KRH55471	True
KRH27150	False
KRH22178	True
KRH75535	False
KRH55460	True
KRH41963	True
KRH03269	False
KRH55467	True
KRH30780	False
KRH55469	True
KRH13264	True
KRH25988	True
KRH55476	True
KRH29991	True
KRH14432	False
KRH30975	True
KRG88698	False
KRG92591	False
KRG93133	False
KRG93514	True
KRG94631	False
KRG95902	False
KRG97093	False
KRG99134	False
KRG99800	False
KRG99951	False
KRH00549	False
KRH01126	False
KRH02603	False
KRH03664	False
KRH05309	False
KRH06009	False
KRH06889	False
KRH10353	False
KRH11239	False
KRH11410	False
KRH12542	False
KRH15727	False
KRH19325	False
KRH19781	False
KRH20145	False
KRH20875	False
KRH21034	False
KRH22964	False
KRH24971	False
KRH29795	True
KRH32375	False
KRH36361	False
KRH37497	False
KRH39720	False
KRH40135	False
KRH40618	False
KRH45845	False
KRH45870	False
KRH46122	False
KRH46760	False
KRH46858	False
KRH49102	False
KRH49510	False
KRH51602	True
KRH52268	False
KRH60919	True
KRH61599	False
KRH67618	False
KRH68843	False
KRH69316	False
KRH73720	False
KRH74778	False
KRH74809	False
KRH76414	False
KRG89785	False
KRG93494	True
KRG97912	False
KRG99168	False
KRH02743	False
KRH06195	False
KRH07729	False
KRH07892	True
KRH07896	True
KRH07902	True
KRH07906	True
KRH10259	False
KRH14014	False
KRH14658	False
KRH15105	False
KRH18652	False
KRH23073	False
KRH24792	True
KRH28911	True
KRH28912	True
KRH29797	True
KRH39445	True
KRH41391	False
KRH47613	False
KRH51603	True
KRH56930	False
KRH59124	False
KRH60107	False
KRH60921	True
KRH65832	False
KRH69360	False
KRH73031	False
KRH74099	False
KRH75643	False
KRH76546	False
KRH13000	False
KRH34195	False
KRH19927	False
KRH42988	True
KRH43007	True
KRG93548	True
KRH24788	True
KRH30976	True
KRH48857	False
KRH66419	False
KRG93513	True
KRG93554	True
KRG96002	False
KRH04259	False
KRH28212	False
KRH57549	False
KRH67714	False
KRH77273	False
KRH32535	False
KRH19122	False
KRH39443	True
KRG89617	False
KRG89885	False
KRG90076	False
KRG93551	False
KRG94314	False
KRG94513	False
KRG94765	False
KRG99031	False
KRG99399	False
KRH07837	False
KRH07889	False
KRH12614	False
KRH12721	False
KRH12943	False
