Gene	tagpairs	genecount	Overlap_Count
KRG92134	True	True	2
KRG92138	True	True	2
KRG92140	True	True	2
KRG92141	True	True	2
KRG92142	True	True	2
KRG92153	True	True	2
KRG92154	True	True	2
KRG92180	False	True	1
KRG92181	True	True	2
KRG92183	True	True	2
KRG92184	True	True	2
KRG92185	False	True	1
KRG92191	False	True	1
KRG92280	True	True	2
KRG92282	True	True	2
KRG92283	True	True	2
KRG92284	True	True	2
KRG92285	True	True	2
KRG92309	True	True	2
KRG92310	True	True	2
KRG92311	True	True	2
KRG92314	True	True	2
KRG92315	True	True	2
KRG92319	True	True	2
KRG92321	True	True	2
KRG92333	True	True	2
KRG92335	True	True	2
KRG92338	True	True	2
KRG92345	True	True	2
KRG92346	True	True	2
KRG92349	True	True	2
KRG92350	True	True	2
KRG92381	True	True	2
KRG92384	True	True	2
KRG92390	True	True	2
KRG92391	True	True	2
KRG92392	True	True	2
KRG92394	True	True	2
KRG92397	True	True	2
KRG92401	True	True	2
KRG92417	True	True	2
KRG92418	True	True	2
KRG92429	True	False	1
KRG92430	True	False	1
KRG92441	False	True	1
KRG92446	False	True	1
KRG92457	True	True	2
KRG92458	True	True	2
KRG92472	True	True	2
KRG92473	True	True	2
KRG92475	True	True	2
KRG92476	True	True	2
KRG92506	True	True	2
KRG92508	True	True	2
KRG92588	True	True	2
KRG92590	True	True	2
KRG92598	True	True	2
KRG92599	True	True	2
KRG92685	True	True	2
KRG92686	True	True	2
KRG92759	True	True	2
KRG92761	True	True	2
KRG92843	True	True	2
KRG92844	True	True	2
KRG92874	True	True	2
KRG92875	True	True	2
KRG92916	True	True	2
KRG92918	True	True	2
KRG92975	True	True	2
KRG92977	True	True	2
KRG92978	True	True	2
KRG92992	True	True	2
KRG92994	True	True	2
KRG93007	True	True	2
KRG93009	True	True	2
KRG93043	True	True	2
KRG93044	True	True	2
KRG93064	True	True	2
KRG93066	True	True	2
KRG93071	True	True	2
KRG93206	True	True	2
KRG93207	True	True	2
KRG93208	True	True	2
KRG93224	False	True	1
KRG93276	True	True	2
KRG93279	True	True	2
KRG93306	True	True	2
KRG93308	True	True	2
KRG93309	True	True	2
KRG93310	True	True	2
KRG93311	True	True	2
KRG93315	True	True	2
KRG93317	True	True	2
KRG93333	True	True	2
KRG93334	True	True	2
KRG93356	True	True	2
KRG93361	True	True	2
KRG93364	True	True	2
KRG93369	True	True	2
KRG93370	True	True	2
KRG93372	True	True	2
KRG93374	True	True	2
KRG93376	True	True	2
KRG93398	True	True	2
KRG93399	True	True	2
KRG93401	True	True	2
KRG93409	True	True	2
KRG93411	True	True	2
KRG93412	True	True	2
KRG93413	True	True	2
KRG93414	True	True	2
KRG93415	True	True	2
KRG93416	True	True	2
KRG93417	True	True	2
KRG93418	True	True	2
KRG93421	True	True	2
KRG93423	True	True	2
KRG93424	True	True	2
KRG93438	True	True	2
KRG93440	True	True	2
KRG93444	True	True	2
KRG93461	True	True	2
KRG93462	True	True	2
KRG93468	True	True	2
KRG93469	True	True	2
KRG93492	True	True	2
KRG93493	True	True	2
KRG93494	False	True	1
KRG93513	True	True	2
KRG93514	True	True	2
KRG93548	False	True	1
KRG93554	False	True	1
KRG93563	False	True	1
KRG93566	False	True	1
KRG93567	True	True	2
KRG93568	True	True	2
KRG93598	True	True	2
KRG93601	True	True	2
KRG93633	True	True	2
KRG93635	True	True	2
KRG93637	True	True	2
KRG93640	True	True	2
KRG93641	True	True	2
KRG93642	True	True	2
KRG93650	True	True	2
KRG93652	True	True	2
KRG93653	True	True	2
KRG93658	True	True	2
KRG93661	True	True	2
KRG93670	True	True	2
KRG93671	True	True	2
KRG93675	True	True	2
KRG93676	True	True	2
KRG93684	True	True	2
KRG93686	True	True	2
KRG93698	True	True	2
KRG93701	True	True	2
KRG93707	True	True	2
KRG93709	False	True	1
KRG93710	True	True	2
KRG93713	False	True	1
KRG93714	True	True	2
KRG93715	True	True	2
KRG93716	True	True	2
KRG93718	True	True	2
KRG93719	True	True	2
KRG93742	True	True	2
KRG93745	True	True	2
KRG93767	False	True	1
KRG93770	True	True	2
KRG93771	True	True	2
KRG93779	True	True	2
KRG93780	True	True	2
KRG93781	True	True	2
KRG93788	True	True	2
KRG93789	True	True	2
KRG93791	True	True	2
KRG93792	True	True	2
KRG93793	True	True	2
KRG93794	True	True	2
KRG93795	True	True	2
KRG93796	True	True	2
KRG93811	True	True	2
KRG93812	True	True	2
KRG93833	False	True	1
KRG93836	False	True	1
KRG93867	True	True	2
KRG93871	True	True	2
KRG93872	True	True	2
KRG93873	True	True	2
KRG93878	True	True	2
KRG93887	True	True	2
KRG93896	True	True	2
KRG93897	True	True	2
KRG93903	True	True	2
KRG93904	True	True	2
KRG93905	True	True	2
KRG93906	True	True	2
KRG93908	True	True	2
KRG93909	True	True	2
KRG93910	True	True	2
KRG93911	True	True	2
KRG93912	True	True	2
KRG93913	True	True	2
KRG93924	False	True	1
KRG93932	True	True	2
KRG93933	True	True	2
KRG93937	True	True	2
KRG93938	True	True	2
KRG93939	True	True	2
KRG93940	True	True	2
KRG93960	True	True	2
KRG93961	True	True	2
KRG93962	True	True	2
KRG93964	True	True	2
KRG93985	True	True	2
KRG93989	True	True	2
KRG93993	True	True	2
KRG94001	True	True	2
KRG94002	True	True	2
KRG94003	True	True	2
KRG94047	True	True	2
KRG94049	True	True	2
KRG94050	True	True	2
KRG94051	True	True	2
KRG94052	True	True	2
KRG94053	True	True	2
KRG94054	False	True	1
KRG94056	True	True	2
KRG94057	True	True	2
KRG94058	True	True	2
KRG94059	False	True	1
KRG94060	True	True	2
KRG94061	True	True	2
KRG94062	True	True	2
KRG94063	True	True	2
KRG94064	False	True	1
KRG94068	False	True	1
KRG94069	False	True	1
KRG94086	True	True	2
KRG94090	True	True	2
KRG94092	True	True	2
KRG94099	True	True	2
KRG94100	True	True	2
KRG94105	True	True	2
KRG94107	True	True	2
KRG94118	False	True	1
KRG94127	False	True	1
KRG94140	False	True	1
KRG94169	True	True	2
KRG94193	True	True	2
KRG94201	True	True	2
KRG94202	True	True	2
KRG94207	True	True	2
KRG94208	True	True	2
KRG94209	True	True	2
KRG94211	False	True	1
KRG94218	False	True	1
KRG94229	True	True	2
KRG94230	True	True	2
KRG94240	True	True	2
KRG94242	True	True	2
KRG94248	True	True	2
KRG94249	True	True	2
KRG94288	True	True	2
KRG94289	True	True	2
KRG94318	True	True	2
KRG94321	True	True	2
KRG94358	True	True	2
KRG94359	True	True	2
KRG94382	True	True	2
KRG94384	True	True	2
KRG94390	True	True	2
KRG94392	True	True	2
KRG94424	True	True	2
KRG94426	True	True	2
KRG94429	True	True	2
KRG94430	True	True	2
KRG94431	True	True	2
KRG94448	True	True	2
KRG94449	True	True	2
KRG94452	False	True	1
KRG94453	True	True	2
KRG94454	True	True	2
KRG94455	True	True	2
KRG94457	True	True	2
KRG94458	True	True	2
KRG94471	True	True	2
KRG94472	True	True	2
KRG94541	True	True	2
KRG94546	True	True	2
KRG94596	True	True	2
KRG94597	True	True	2
KRG94600	True	True	2
KRG94604	True	True	2
KRG94666	True	True	2
KRG94667	True	True	2
KRG94670	True	True	2
KRG94671	True	True	2
KRG94702	True	True	2
KRG94704	True	True	2
KRG94709	True	True	2
KRG94710	True	True	2
KRG94748	True	True	2
KRG94750	True	True	2
KRG94768	True	True	2
KRG94769	True	True	2
KRG94779	False	True	1
KRG94783	False	True	1
KRG94816	True	True	2
KRG94818	True	True	2
KRG94821	True	True	2
KRG94822	True	True	2
KRG94855	True	True	2
KRG94856	True	True	2
KRG94879	True	True	2
KRG94882	True	True	2
KRG94898	True	True	2
KRG94899	True	True	2
KRG94908	True	True	2
KRG94909	True	True	2
KRG94946	True	True	2
KRG94947	True	True	2
KRG94948	True	True	2
KRG94949	True	True	2
KRG94950	True	True	2
KRG94951	True	True	2
KRG94954	True	True	2
KRG94976	True	True	2
KRG94977	True	True	2
KRG95004	True	True	2
KRG95005	True	True	2
KRG95018	True	True	2
KRG95019	True	True	2
KRG95020	True	True	2
KRG95031	True	True	2
KRG95032	True	True	2
KRG95055	True	True	2
KRG95056	True	True	2
KRG95070	True	True	2
KRG95071	True	True	2
KRG95073	True	True	2
KRG95136	True	True	2
KRG95137	True	True	2
KRG95143	True	True	2
KRG95146	True	True	2
KRG95155	True	True	2
KRG95156	True	True	2
KRG95157	True	True	2
KRG95163	True	True	2
KRG95165	True	True	2
KRG95184	True	True	2
KRG95185	True	True	2
KRG95186	True	True	2
KRG95187	True	True	2
KRG95188	True	True	2
KRG95226	True	True	2
KRG95227	True	True	2
KRG95229	True	True	2
KRG95237	False	True	1
KRG95243	False	True	1
KRG95259	True	True	2
KRG95260	True	True	2
KRG95261	True	True	2
KRG95263	True	True	2
KRG95269	True	True	2
KRG95270	True	True	2
KRG95302	True	True	2
KRG95303	True	True	2
KRG95346	True	True	2
KRG95347	True	True	2
KRG95353	True	True	2
KRG95354	True	True	2
KRG95355	True	True	2
KRG95376	True	True	2
KRG95378	True	True	2
KRG95394	False	True	1
KRG95395	False	True	1
KRG95436	True	True	2
KRG95437	True	True	2
KRG95438	True	True	2
KRG95439	True	True	2
KRG95440	True	True	2
KRG95455	True	True	2
KRG95456	True	True	2
KRG95504	True	True	2
KRG95505	True	True	2
KRG95538	True	True	2
KRG95542	True	True	2
KRG95613	True	False	1
KRG95616	True	False	1
KRG95644	True	True	2
KRG95645	True	True	2
KRG95653	True	True	2
KRG95654	True	True	2
KRG95655	True	True	2
KRG95657	True	True	2
KRG95667	True	False	1
KRG95668	True	False	1
KRG95714	True	True	2
KRG95715	True	True	2
KRG95717	True	True	2
KRG95718	True	True	2
KRG95752	True	True	2
KRG95761	True	True	2
KRG95762	True	True	2
KRG95795	True	True	2
KRG95796	True	True	2
KRG95797	True	True	2
KRG95798	True	True	2
KRG95800	True	True	2
KRG95801	True	True	2
KRG95848	True	True	2
KRG95849	True	False	1
KRG95850	True	True	2
KRG95877	True	True	2
KRG95884	True	True	2
KRG95898	True	True	2
KRG95899	True	True	2
KRG95901	True	True	2
KRG96016	True	True	2
KRG96017	True	True	2
KRG96031	True	True	2
KRG96032	True	True	2
KRG96037	True	True	2
KRG96038	True	True	2
KRG96064	True	True	2
KRG96065	True	True	2
KRG96066	True	True	2
KRG96068	True	True	2
KRG96069	True	True	2
KRG96070	True	True	2
KRG96071	True	True	2
KRG96135	True	True	2
KRG96139	True	True	2
KRG96185	True	True	2
KRG96186	True	True	2
KRG96226	True	True	2
KRG96227	True	True	2
KRG96228	True	True	2
KRG96229	True	True	2
KRG96250	True	True	2
KRG96251	True	True	2
KRG96254	False	True	1
KRG96256	False	True	1
KRG96257	False	True	1
KRG96265	False	True	1
KRG96268	False	True	1
KRG96269	False	True	1
KRG96334	True	True	2
KRG96336	True	True	2
KRG96357	True	True	2
KRG96358	True	True	2
KRG96385	True	True	2
KRG96387	True	True	2
KRG96389	True	True	2
KRG96390	True	True	2
KRG96433	True	True	2
KRG96434	True	True	2
KRG96463	True	True	2
KRG96464	True	True	2
KRG96465	True	True	2
KRG96561	True	True	2
KRG96563	True	True	2
KRG96698	False	True	1
KRG96699	True	True	2
KRG96700	True	True	2
KRG96712	False	True	1
KRG96771	True	True	2
KRG96772	True	True	2
KRG96773	True	True	2
KRG96774	True	True	2
KRG96867	True	True	2
KRG96870	True	True	2
KRG96871	True	True	2
KRG96874	False	True	1
KRG96875	False	True	1
KRG96880	True	True	2
KRG96881	True	True	2
KRG96882	True	True	2
KRG96883	True	True	2
KRG96885	False	True	1
KRG96924	False	True	1
KRG96926	True	True	2
KRG96927	True	True	2
KRG96929	False	True	1
KRG96932	True	True	2
KRG96933	True	True	2
KRG96934	True	True	2
KRG96970	True	True	2
KRG96971	True	True	2
KRG96979	True	True	2
KRG96980	True	True	2
KRG96981	True	True	2
KRG97040	True	True	2
KRG97041	True	True	2
KRG97048	True	True	2
KRG97049	True	True	2
KRG97072	True	True	2
KRG97073	True	True	2
KRG97074	True	True	2
KRG97075	True	True	2
KRG97077	True	True	2
KRG97147	True	True	2
KRG97148	True	True	2
KRG97172	True	True	2
KRG97179	True	True	2
KRG97232	True	True	2
KRG97233	True	True	2
KRG97235	True	True	2
KRG97237	True	True	2
KRG97291	True	True	2
KRG97292	True	True	2
KRG97482	True	True	2
KRG97483	True	True	2
KRG97499	True	True	2
KRG97500	True	True	2
KRG97506	True	True	2
KRG97507	True	True	2
KRG97533	True	True	2
KRG97537	True	True	2
KRG97539	True	True	2
KRG97541	True	True	2
KRG97548	True	True	2
KRG97549	True	True	2
KRG97605	True	True	2
KRG97606	True	True	2
KRG97676	True	True	2
KRG97677	True	True	2
KRG97724	True	True	2
KRG97725	True	True	2
KRG97726	True	True	2
KRG97732	True	True	2
KRG97734	True	True	2
KRG97735	True	True	2
KRG97758	True	True	2
KRG97759	True	True	2
KRG97763	True	True	2
KRG97764	True	True	2
KRG97807	True	True	2
KRG97808	True	True	2
KRG97809	True	True	2
KRG97810	True	True	2
KRG97811	True	True	2
KRG97812	True	True	2
KRG97813	True	True	2
KRG97814	True	True	2
KRG97815	True	True	2
KRG97816	True	True	2
KRG97822	True	True	2
KRG97823	True	True	2
KRG97824	True	True	2
KRG97825	True	True	2
KRG97856	True	True	2
KRG97857	True	True	2
KRG97865	True	True	2
KRG97867	True	True	2
KRG97870	False	True	1
KRG97957	True	True	2
KRG97958	True	True	2
KRG98013	True	True	2
KRG98015	True	True	2
KRG98031	True	True	2
KRG98033	True	True	2
KRG98034	True	True	2
KRG98036	True	True	2
KRG98037	True	True	2
KRG98038	True	True	2
KRG98040	True	True	2
KRG98041	True	True	2
KRG98046	True	True	2
KRG98047	True	True	2
KRG98048	True	True	2
KRG98074	True	True	2
KRG98075	True	True	2
KRG98082	True	True	2
KRG98083	True	True	2
KRG98087	True	True	2
KRG98142	True	True	2
KRG98143	True	True	2
KRG98144	True	False	1
KRG98146	True	True	2
KRG98147	True	True	2
KRG98148	True	True	2
KRG98149	True	True	2
KRG98150	True	True	2
KRG98152	True	True	2
KRG98160	False	True	1
KRG98161	True	True	2
KRG98167	True	True	2
KRG98172	False	True	1
KRG98178	True	True	2
KRG98179	True	True	2
KRG98180	True	True	2
KRG98181	True	True	2
KRG98242	True	True	2
KRG98243	True	True	2
KRG98253	True	True	2
KRG98254	True	True	2
KRG98305	True	True	2
KRG98307	True	True	2
KRG98308	True	True	2
KRG98309	True	True	2
KRG98310	True	True	2
KRG98311	True	True	2
KRG98318	True	True	2
KRG98319	True	True	2
KRG98355	True	True	2
KRG98356	True	True	2
KRG98357	True	True	2
KRG98358	True	True	2
KRG98362	True	True	2
KRG98363	True	True	2
KRG98365	True	True	2
KRG98369	True	True	2
KRG98370	True	True	2
KRG98371	True	True	2
KRG98372	True	True	2
KRG98374	True	True	2
KRG98375	True	True	2
KRG98376	True	True	2
KRG98377	True	True	2
KRG98378	True	True	2
KRG98379	True	True	2
KRG98381	True	True	2
KRG98382	True	True	2
KRG98396	False	True	1
KRG98402	True	True	2
KRG98404	True	True	2
KRG98408	True	True	2
KRG98411	True	True	2
KRG98412	True	True	2
KRG98420	True	True	2
KRG98422	True	True	2
KRG98483	True	True	2
KRG98484	True	True	2
KRG98487	True	True	2
KRG98488	True	True	2
KRG98489	True	True	2
KRG98493	True	True	2
KRG98502	True	True	2
KRG98508	True	True	2
KRG98511	True	True	2
KRG98512	True	True	2
KRG98526	True	True	2
KRG98527	True	True	2
KRG98530	True	True	2
KRG98537	True	True	2
KRG98538	True	True	2
KRG98539	True	True	2
KRG98543	True	True	2
KRG98544	True	True	2
KRG98546	True	True	2
KRG98547	True	True	2
KRG98550	True	True	2
KRG98557	False	True	1
KRG98583	True	True	2
KRG98584	True	True	2
KRG98585	True	True	2
KRG98586	True	True	2
KRG98589	True	True	2
KRG98590	True	True	2
KRG98595	True	True	2
KRG98598	True	True	2
KRG98599	True	True	2
KRG98600	True	True	2
KRG98601	True	True	2
KRG98602	True	True	2
KRG98604	True	True	2
KRG98610	True	True	2
KRG98611	True	True	2
KRG98619	True	True	2
KRG98620	True	True	2
KRG98622	True	True	2
KRG98625	True	True	2
KRG98632	True	True	2
KRG98633	True	True	2
KRG98634	True	True	2
KRG98635	True	True	2
KRG98637	True	True	2
KRG98638	False	True	1
KRG98639	False	True	1
KRG98640	True	True	2
KRG98641	True	True	2
