seqnames	start	end	peptide_id	family	TAG
1	3535699	3539383	KRH74642	27	1
1	3545086	3549390	KRH74643	27	1
1	3552796	3554812	KRH74644	405	0
1	3564064	3569598	KRH74645	1	0
1	3569271	3572403	KRH74650	5512	0
1	3576923	3579461	KRH74651	115	1
1	3583053	3583811	KRH74653	115	1
1	3585569	3588054	KRH74654	24	0
1	3588552	3590901	KRH74656	115	1
1	3599923	3602578	KRH74657	115	1
1	3605528	3607302	KRH74658	115	1
1	3613545	3615901	KRH74659	115	1
1	3626181	3630869	KRH74660	200	0
1	3636273	3639674	KRH74667	1725	1
1	3645633	3650030	KRH74671	1725	1
1	3678713	3680543	KRH74672	935	0
1	3692399	3696760	KRH74673	25	5
1	3717226	3717396	KRH74674	1885	0
1	3717548	3720581	KRH74675	164	0
1	3738152	3741884	KRH74676	6976	0
1	3755286	3756659	KRH74677	25	5
1	3761748	3762981	KRH74678	25	5
1	3770841	3773093	KRH74679	43	0
1	3789929	3790606	KRH74680	25	5
1	3791668	3811421	KRH74682	5379	0
1	3813757	3814433	KRH74685	4153	1
1	3817388	3817609	KRH74686	4153	1
1	3821377	3825854	KRH74687	29	0
1	3860214	3861413	KRH74690	24	0
1	3865168	3872478	KRH74691	2090	0
1	3916138	3918004	KRH74694	357	0
1	3922226	3924037	KRH74695	220	1
1	3927491	3927844	KRH74696	220	1
1	3931848	3933221	KRH74697	220	1
1	3946315	3948100	KRH74698	220	1
1	3957877	3962517	KRH74699	2221	0
1	3971832	3976198	KRH74700	1843	0
1	3986684	3988230	KRH74701	395	0
1	4002360	4005512	KRH74702	242	0
1	4005744	4011018	KRH74703	1087	0
1	4011644	4013152	KRH74710	68	0
1	4014621	4016821	KRH74711	445	0
1	4026873	4032291	KRH74712	1050	0
1	4033780	4041344	KRH74713	1430	0
1	4045495	4057535	KRH74716	716	0
1	4092064	4096596	KRH74717	1474	0
1	4115990	4118441	KRH74718	2018	0
1	4130643	4132709	KRH74719	45	0
1	4156739	4160713	KRH74720	7176	0
1	4162465	4166783	KRH74722	130	0
1	4182744	4185349	KRH74724	750	0
1	4212429	4220941	KRH74726	10	0
1	4235182	4237298	KRH74727	4053	0
1	4239455	4243315	KRH74729	9	0
1	4256747	4258161	KRH74730	81	0
1	4270598	4275060	KRH74731	4301	0
1	4289457	4295700	KRH74734	654	0
1	4300332	4302844	KRH74736	2	0
1	4304713	4310259	KRH74737	1348	0
1	4316464	4321369	KRH74738	516	0
1	4324079	4325876	KRH74739	2134	0
1	4336374	4338196	KRH74740	69	1
1	4341457	4342817	KRH74741	69	1
1	4345723	4347332	KRH74742	69	1
1	4353053	4358969	KRH74743	4797	0
1	4369831	4378842	KRH74745	1024	0
1	4380966	4383169	KRH74746	6716	0
1	4389420	4392033	KRH74747	29	0
1	4392159	4393458	KRH74748	59	1
1	4395069	4395257	KRH74749	47	0
1	4397506	4397703	KRH74750	5035	0
1	4399103	4402201	KRH74751	390	0
1	4403613	4404643	KRH74753	59	1
1	4420529	4421978	KRH74754	59	1
1	4428651	4434734	KRH74755	1963	0
1	4457128	4461721	KRH74756	33	0
1	4485002	4490713	KRH74757	6114	0
1	4490538	4496387	KRH74759	145	0
1	4530106	4532731	KRH74760	48	0
1	4557097	4557489	KRH74762	280	0
1	4559162	4561049	KRH74763	38	1
1	4561360	4561594	KRH74764	38	1
1	4584964	4585226	KRH74765	47	0
1	4603561	4610141	KRH74766	33	0
1	4610171	4612525	KRH74768	4722	0
1	4613542	4618432	KRH74769	4017	0
1	4639203	4643385	KRH74778	1	0
1	4645926	4649577	KRH74780	7145	0
1	4650283	4652980	KRH74781	710	0
1	4664908	4668011	KRH74782	159	0
1	4672042	4677520	KRH74785	7115	0
1	4680672	4682282	KRH74786	7047	0
1	4683289	4687883	KRH74787	1233	0
1	4693924	4694964	KRH74789	37	0
1	4696767	4697324	KRH74790	921	0
1	4707961	4714222	KRH74791	17	0
1	4728478	4732303	KRH74797	2288	0
1	4732281	4733326	KRH74799	3	0
1	4751167	4754842	KRH74802	92	0
1	4755228	4758910	KRH74803	749	0
1	4772137	4777436	KRH74805	1314	0
1	4828066	4829670	KRH74808	1456	0
1	4844824	4848720	KRH74809	1	0
1	4872768	4876635	KRH74812	4820	0
1	4877822	4878133	KRH74813	3624	0
1	4878446	4884278	KRH74816	7	0
1	4914070	4915216	KRH74819	4171	0
1	4922421	4924649	KRH74821	48	0
1	4972924	4974140	KRH74824	1428	0
1	4983755	4985423	KRH74825	702	0
1	5023297	5032196	KRH74826	6262	0
1	5041216	5041816	KRH74827	2393	0
1	5060025	5063734	KRH74829	506	0
1	5106053	5107135	KRH74830	4587	0
1	5132710	5135851	KRH74831	7083	0
1	5141370	5144052	KRH74834	253	0
1	5226449	5228845	KRH74835	91	0
1	5242432	5245038	KRH74836	115	0
1	5265956	5271379	KRH74837	6866	0
1	5277237	5281549	KRH74838	1964	0
1	5299765	5300990	KRH74840	1181	0
1	5317206	5321170	KRH74841	2291	0
1	5324168	5326096	KRH74843	2231	0
1	5327037	5330673	KRH74846	5908	0
1	5337434	5338915	KRH74847	32	0
1	5353518	5356554	KRH74848	5746	0
1	5361968	5365535	KRH74849	3645	0
1	5379925	5381406	KRH74850	2805	0
1	5385859	5391055	KRH74853	76	0
1	5448322	5450706	KRH74854	20	0
1	5465664	5469257	KRH74855	10	0
1	5484606	5486622	KRH74856	1664	0
1	5503526	5511806	KRH74857	2044	0
1	5509567	5510429	KRH74858	1982	0
1	5514127	5517339	KRH74859	1963	0
1	5520517	5524259	KRH74860	1599	0
1	5528742	5532260	KRH74861	51	0
1	5545562	5545978	KRH74862	5042	0
1	5549606	5554165	KRH74863	457	0
1	5559528	5560353	KRH74864	750	0
1	5585129	5586802	KRH74865	105	0
1	5596803	5601987	KRH74866	4374	0
1	5605305	5607452	KRH74868	3	0
1	5615672	5619252	KRH74869	683	1
1	5620361	5624143	KRH74870	541	0
1	5627602	5631187	KRH74871	683	1
1	5659584	5665638	KRH74874	516	0
1	5668640	5670346	KRH74876	3557	0
1	5680982	5681671	KRH74877	4	0
1	5681940	5684496	KRH74878	520	1
1	5695082	5697378	KRH74879	520	1
1	5710637	5711191	KRH74880	157	0
1	5717569	5719993	KRH74882	31	0
1	5736667	5737599	KRH74883	847	0
1	5740729	5741566	KRH74884	626	0
1	5763611	5767687	KRH74885	58	0
1	5802428	5803205	KRH74886	8	0
1	5814082	5816546	KRH74887	7	0
1	5828540	5829148	KRH74888	30	0
1	5833564	5834341	KRH74889	1598	0
1	5863028	5863825	KRH74890	1227	0
1	5869189	5875883	KRH74891	16	0
1	5887154	5889544	KRH74892	86	0
1	5937299	5938795	KRH74894	1	0
1	5945707	5945982	KRH74895	116	0
1	5964467	5969611	KRH74897	5844	0
1	5994189	5997069	KRH74899	1707	0
1	6015600	6015962	KRH74900	2776	0
1	6026181	6027108	KRH74901	284	1
1	6027753	6027965	KRH74902	284	1
1	6028164	6030169	KRH74903	296	0
1	6037670	6039017	KRH74904	3930	0
1	6040337	6040909	KRH74905	444	0
1	6050101	6055660	KRH74906	3389	0
1	6060477	6062256	KRH74907	20	0
1	6084443	6094775	KRH74908	5567	0
1	6104538	6105839	KRH74909	141	0
1	6114439	6115803	KRH74910	7	5
1	6252995	6254510	KRH74911	7	5
1	6280631	6282369	KRH74912	399	0
1	6298045	6299600	KRH74914	5	0
1	6318111	6319197	KRH74915	1480	0
1	6319418	6320580	KRH74916	187	0
1	6327782	6335321	KRH74917	4047	0
1	6337006	6343767	KRH74920	3858	0
1	6366733	6370404	KRH74921	6567	0
1	6371600	6378261	KRH74924	72	0
1	6429681	6439422	KRH74933	8	0
1	6440815	6444119	KRH74935	3370	0
1	6451907	6456395	KRH74937	1781	0
1	6518999	6534157	KRH74938	313	2
1	6538430	6538971	KRH74939	313	2
1	6569222	6569868	KRH74940	3798	0
1	6620086	6625502	KRH74941	195	0
1	6632524	6638087	KRH74942	3510	0
1	6710590	6717720	KRH74943	1136	0
1	6750381	6758391	KRH74945	838	0
1	6750513	6750737	KRH74944	4343	0
1	6787041	6793340	KRH74946	654	0
1	6798695	6804187	KRH74948	4690	0
1	6810996	6816225	KRH74950	17	0
1	6835875	6836372	KRH74952	548	0
1	6955912	6957783	KRH74954	938	0
1	6960103	6966624	KRH74956	1842	0
1	6973767	6977347	KRH74964	6123	0
1	6997115	7000465	KRH74965	4644	0
1	7002015	7004894	KRH74968	1730	0
1	7017265	7022777	KRH74969	985	0
1	7023096	7025153	KRH74979	2241	0
1	7072113	7074464	KRH74980	50	0
1	7093897	7097567	KRH74981	1594	0
1	7108035	7110521	KRH74982	3	0
1	7113117	7115770	KRH74983	4192	0
1	7122525	7123323	KRH74984	25	0
1	7147570	7149067	KRH74985	314	0
1	7150556	7158924	KRH74986	2375	0
1	7165678	7167174	KRH74988	7057	0
1	7168367	7171683	KRH74991	226	0
1	7178083	7180147	KRH74994	5	0
1	7212984	7213338	KRH74995	472	0
1	7221416	7222744	KRH74997	1540	0
1	7228693	7231351	KRH74998	1974	0
1	7231999	7234999	KRH75000	3315	0
1	7235777	7238343	KRH75001	13	0
1	7266581	7268146	KRH75002	3	0
1	7269225	7273861	KRH75003	2	0
1	7300791	7302992	KRH75004	229	0
1	7305811	7309451	KRH75005	1305	0
1	7338640	7340052	KRH75006	157	0
1	7345846	7346070	KRH75007	116	0
1	7371207	7379019	KRH75008	17	0
1	7386180	7388755	KRH75014	24	0
1	7410559	7412709	KRH75015	2461	0
1	7507611	7510385	KRH75016	882	0
1	7525703	7533850	KRH75017	75	1
1	7537464	7539817	KRH75018	75	1
1	7574367	7578581	KRH75019	1513	0
1	7590837	7598362	KRH75022	76	0
1	7601173	7603134	KRH75023	5630	0
1	7604407	7609488	KRH75024	38	0
1	7616115	7620132	KRH75025	5	0
1	7634185	7637147	KRH75026	401	0
1	7642485	7646277	KRH75027	361	0
1	7650228	7650476	KRH75028	1172	0
1	7651327	7655874	KRH75029	4285	0
1	7673838	7676281	KRH75030	30	0
1	7686125	7692467	KRH75031	3173	0
1	7722267	7728303	KRH75038	5288	0
1	7754927	7755389	KRH75043	2733	0
1	7775524	7777317	KRH75044	14	2
1	7783981	7784431	KRH75046	673	0
1	7789968	7790201	KRH75047	696	0
1	7790857	7792847	KRH75048	14	2
1	7805846	7809582	KRH75049	2078	0
1	7809918	7815312	KRH75054	6680	0
1	7822613	7823026	KRH75057	45	0
1	7832908	7834120	KRH75058	2560	0
1	7834669	7835570	KRH75059	27	0
1	7880023	7882351	KRH75060	2768	0
1	7890955	7892527	KRH75061	4753	0
1	7923076	7927660	KRH75062	5	5
1	7995614	8000555	KRH75063	14	0
1	8091298	8092694	KRH75064	4891	0
1	8107761	8108300	KRH75065	38	0
1	8113871	8119631	KRH75066	5	5
1	8127582	8132640	KRH75067	977	0
1	8231077	8232782	KRH75068	3	0
1	8319096	8320716	KRH75069	68	0
1	8329287	8330293	KRH75070	595	0
1	8369863	8389521	KRH75071	390	0
1	8384174	8388560	KRH75072	1946	0
1	8393362	8396017	KRH75073	1388	0
1	8397419	8398861	KRH75077	7077	0
1	8436335	8438675	KRH75078	11	0
1	8450549	8450870	KRH75079	13	0
1	8451648	8452296	KRH75080	731	0
1	8459276	8460663	KRH75081	563	0
1	8475357	8504398	KRH75082	37	0
1	8485070	8486680	KRH75083	40	0
1	8519069	8527465	KRH75084	4381	0
1	8532373	8535077	KRH75085	4319	0
1	8561723	8563024	KRH75086	3818	0
1	8618307	8623564	KRH75087	1929	0
1	8627176	8631264	KRH75089	2349	0
1	8632263	8635842	KRH75090	2448	0
1	8637396	8642317	KRH75093	19	0
1	8714119	8719741	KRH75095	890	0
1	8770322	8771715	KRH75096	157	0
1	8790495	8791774	KRH75097	1933	0
1	8835683	8836129	KRH75098	1800	0
1	8838772	8840343	KRH75099	67	0
1	8885316	8889671	KRH75100	2	0
1	8921298	8924709	KRH75101	1048	0
1	8957074	8960268	KRH75102	197	0
1	8997438	8998597	KRH75103	946	0
1	9026588	9028080	KRH75104	1461	0
1	9046661	9047458	KRH75105	1124	0
1	9065973	9068258	KRH75106	471	0
1	9070531	9090575	KRH75108	3972	0
1	9099890	9104330	KRH75117	124	0
1	9223274	9225348	KRH75120	5944	0
1	9248318	9248605	KRH75121	749	0
1	9261065	9262868	KRH75122	1498	0
1	9380928	9394254	KRH75123	16	4
1	9496131	9496662	KRH75124	16	4
1	9497939	9500657	KRH75127	16	4
1	9575621	9579344	KRH75130	343	0
1	9625232	9631021	KRH75132	6189	0
1	9686112	9687201	KRH75133	6134	0
1	9691823	9695967	KRH75134	359	0
1	9824602	9825342	KRH75136	466	0
1	9894560	9895154	KRH75137	724	0
1	9963895	9968192	KRH75140	4892	0
1	9996063	9998252	KRH75146	4201	0
1	10028909	10034668	KRH75147	2972	0
1	10049643	10051324	KRH75148	5	0
1	10052428	10068760	KRH75149	38	0
1	10070740	10076358	KRH75150	857	0
1	10080759	10085887	KRH75151	1201	1
1	10100394	10108404	KRH75152	1201	1
1	10106380	10108121	KRH75153	40	0
1	10135311	10140529	KRH75154	25	0
1	10184639	10184848	KRH75155	42	0
1	10191246	10193108	KRH75156	36	2
1	10337068	10338889	KRH75157	36	2
1	10383572	10384326	KRH75158	2456	0
1	10403999	10405863	KRH75159	36	2
1	10418486	10420607	KRH75160	35	0
1	10550887	10556253	KRH75161	72	0
1	10623940	10629534	KRH75165	9	0
1	10647632	10648614	KRH75166	5230	0
1	10650262	10650617	KRH75167	3977	0
1	10760980	10762035	KRH75168	391	0
1	10810387	10813383	KRH75169	3586	0
1	10917771	10919825	KRH75170	32	0
1	10956610	10960136	KRH75172	23	0
1	10970241	10973414	KRH75174	956	0
1	10986761	10987729	KRH75175	18	0
1	11025006	11025385	KRH75176	879	0
1	11026341	11029542	KRH75177	189	0
1	11103294	11104972	KRH75178	3955	0
1	11213067	11214766	KRH75180	7	0
1	11249529	11256939	KRH75181	3035	0
1	11288738	11297869	KRH75182	333	0
1	11335559	11337504	KRH75183	36	0
1	11346296	11349027	KRH75185	13	0
1	11379140	11380844	KRH75186	1355	0
1	11399522	11399782	KRH75187	1712	0
1	11402860	11405432	KRH75188	1447	0
1	11500572	11504253	KRH75189	9	0
1	11504351	11504998	KRH75190	1633	0
1	11533028	11539379	KRH75191	2207	0
1	11564948	11567377	KRH75195	2528	0
